datetime;temperature;windSpeed;solarRad;humedad;rain;Power_gen;pressure_sensor;pressure
21/05/2024 19:24;23.7778;16.0934;250;30;0;4.815;315.5635947;28.679
21/05/2024 20:24;23.3333;20.9215;65;33;0;1.605;313.367599;28.694
21/05/2024 21:04;22.2222;8.04672;11;35;0;0;314.48738;28.701
22/05/2024 10:58;23;6.43738;638;32;0;9.713;385.1165799;28.816
22/05/2024 11:21;23.2778;6.43738;729;32;0;12.311;380.5075909;28.816
22/05/2024 12:21;24.1667;8.04672;835;31;0;14.268;376.4441482;28.808
22/05/2024 13:22;24.2778;4.82803;888;34;0;15.573;390.9546994;28.8
22/05/2024 14:32;24.1111;30.5775;889;34;0;15.984;375.4791177;28.792
22/05/2024 15:22;24.1667;17.7028;842;34;0;15.481;387.9108952;28.786
22/05/2024 16:21;23.2778;24.1402;752;34;0;14.033;384.7429971;28.768
22/05/2024 17:20;23.1111;20.9215;142;35;0;11.703;366.0068138;28.761
22/05/2024 18:20;22.8333;22.5308;455;36;0;8.53;315.7579752;28.756
22/05/2024 19:23;22.2222;19.3121;267;37;0;5.006;314.3557137;28.743
22/05/2024 20:21;21.1111;19.3121;65;37;0;1.702;313.8633409;28.76
22/05/2024 21:06;20.1111;9.65606;9;43;0;0;314.72953;28.765
23/05/2024 7:24;14.3333;0;49;56;0;0.467;313.847529;28.769
23/05/2024 8:24;14.5;1.60934;116;53;0;1.792;360.835866;28.78
23/05/2024 9:24;16.1667;0;165;51;0;2.971;392.5018373;28.794
23/05/2024 10:23;18.8889;3.21869;469;45;0;9.758;392.2341346;28.793
23/05/2024 11:23;23;16.0934;654;35;0;13.057;370.5414465;28.781
23/05/2024 12:22;23.7222;8.04672;343;33;0;8.985;366.0514809;28.787
23/05/2024 13:21;25.2778;12.8748;765;31;0;11.676;393.981424;28.776
23/05/2024 14:21;25.5556;6.43738;462;30;0;10.164;383.973081;28.766
23/05/2024 15:20;23.8889;17.7028;406;41;0;7.909;367.0999746;28.765
23/05/2024 16:20;23.9444;12.8748;538;37;0;7.158;367.6511252;28.754
23/05/2024 17:20;23.7222;8.04672;262;36;0;5.573;311.8724672;28.746
23/05/2024 18:24;23.6667;17.7028;151;36;0;3.262;313.5742888;28.732
23/05/2024 19:24;22.4444;16.0934;125;43;0;2.393;313.0176007;28.723
23/05/2024 20:21;21.3889;8.04672;42;41;0;0.986;313.4247756;28.732
23/05/2024 21:06;20.4444;8.04672;5;47;0;0;313.4459249;28.752
24/05/2024 7:23;14.6111;0;33;60;0;0.294;312.9163908;28.756
24/05/2024 8:22;16.6111;3.21869;163;54;0;2.551;396.7203307;28.751
24/05/2024 9:21;18.0556;11.2654;348;48;0;5.86;396.4876545;28.761
24/05/2024 10:20;20.3333;17.7028;445;45;0;9.265;365.2582137;28.766
24/05/2024 11:23;22.2778;9.65606;686;45;0;11.888;365.3637603;28.776
24/05/2024 12:22;24.0556;16.0934;800;38;0;13.881;372.284099;28.777
24/05/2024 13:21;25.2222;8.04672;863;34;0;14.857;397.2905624;28.768
24/05/2024 14:21;27.0556;9.65606;870;30;0;15.043;371.7549985;28.753
24/05/2024 15:22;27.0556;9.65606;830;29;0;14.518;372.457597;28.725
24/05/2024 16:23;28.1111;11.2654;719;40;0;13.08;365.8258434;28.714
24/05/2024 17:34;24.7778;19.3121;554;54;0;10.971;371.6114899;28.712
24/05/2024 18:23;23.6111;17.7028;415;60;0;7.913;390.2486983;28.719
24/05/2024 19:21;21.6667;19.3121;244;68;0;4.628;383.5744792;28.723
24/05/2024 20:20;20.3333;16.0934;70;72;0;1.526;393.8362474;28.743
24/05/2024 21:04;19.5;16.0934;12;75;0;0;397.2076329;28.761
25/05/2024 7:22;14.5556;3.21869;42;84;0;0.353;312.2172615;28.817
25/05/2024 8:22;16.2222;3.21869;179;78;0;3.047;369.6432999;28.818
25/05/2024 9:22;18.2222;4.82803;397;72;0;6.14;366.8739368;28.83
25/05/2024 10:22;20.4444;3.21869;455;60;0;9.289;370.4721274;28.836
25/05/2024 11:21;22.7778;6.43738;714;53;0;11.918;372.804593;28.838
25/05/2024 12:20;23.9444;17.7028;816;53;0;13.974;399.8853933;28.837
25/05/2024 13:19;24.5;16.0934;879;51;0;15.062;373.0299303;28.83
25/05/2024 14:22;25;22.5308;879;52;0;15.224;310.8052259;28.815
25/05/2024 15:22;25;22.5308;831;54;0;14.808;311.776728;28.795
25/05/2024 16:21;25.3889;19.3121;735;53;0;13.405;308.7999746;28.778
25/05/2024 17:20;24.9444;19.3121;100;56;0;11.068;309.9942787;28.77
25/05/2024 18:23;24.1667;22.5308;425;58;0;8.049;369.2997399;28.76
25/05/2024 19:22;23.2778;22.5308;248;63;0;4.655;384.9521221;28.76
25/05/2024 20:21;21.7222;11.2654;72;68;0;1.556;364.7470935;28.775
25/05/2024 21:06;21.2778;6.43738;12;68;0;0;375.6338681;28.782
26/05/2024 7:20;16.3333;0;28;77;0;0.329;310.2271216;28.81
26/05/2024 8:20;19.2778;3.21869;165;67;0;2.668;308.2533608;28.824
26/05/2024 9:24;21.2778;6.43738;371;64;0;5.785;307.9912624;28.829
26/05/2024 9:39;21.7222;3.21869;396;63;0;11.057;307.2917662;28.824
26/05/2024 12:19;27.5556;16.0934;780;41;0;12.989;307.4958541;28.815
26/05/2024 13:23;28.1667;17.7028;838;45;0;14.187;308.0427013;28.807
26/05/2024 14:23;27.8333;25.7495;826;48;0;14.555;308.4428376;28.793
26/05/2024 15:23;27.8333;22.5308;788;46;0;13.951;310.5922314;28.768
26/05/2024 16:23;27.5556;17.7028;693;46;0;12.64;308.7235501;28.757
26/05/2024 17:22;27.2222;19.3121;550;40;0;10.438;307.0978528;28.75
26/05/2024 18:22;25.5556;22.5308;343;49;0;7.432;379.0353764;28.747
26/05/2024 19:21;24.1667;14.4841;86;55;0;1.524;367.7150736;28.758
26/05/2024 20:21;24.1667;8.04672;76;53;0;1.575;368.7851169;28.752
26/05/2024 21:10;23.6111;1.60934;18;55;0;0;360.6519268;28.758
27/05/2024 7:23;17.6111;1.60934;33;74;0;0.266;307.57418;28.766
27/05/2024 8:23;20.4444;3.21869;158;63;0;2.381;395.2944846;28.778
27/05/2024 9:22;23;4.82803;345;56;0;5.29;392.9143495;28.785
27/05/2024 10:22;23.6111;6.43738;443;58;0;8.463;381.7642088;28.798
27/05/2024 11:22;24.7778;6.43738;664;55;0;11.098;394.2865216;28.797
27/05/2024 12:23;26.2222;20.9215;766;56;0;12.777;379.1529655;28.795
27/05/2024 13:23;25.3333;19.3121;831;61;0;14.232;370.9658678;28.788
27/05/2024 14:23;24.7778;22.5308;831;63;0;14.571;381.0389265;28.771
27/05/2024 15:23;25.7222;28.9682;786;61;0;14.039;399.3640653;28.769
27/05/2024 16:22;25.5;19.3121;694;60;0;12.607;387.0882725;28.761
27/05/2024 17:21;25.5556;24.1402;550;57;0;10.396;361.2393047;28.756
27/05/2024 18:21;25.4444;24.1402;404;59;0;7.438;307.0451796;28.758
27/05/2024 19:29;23.6667;24.1402;211;64;0;4.236;306.4041276;28.759
27/05/2024 20:23;21.9444;20.9215;69;70;0;1.518;305.4171471;28.774
27/05/2024 21:09;20.7222;16.0934;11;76;0;0;305.3560676;28.788
28/05/2024 7:24;17.3333;1.60934;42;81;0;0.385;306.3383445;28.855
28/05/2024 8:24;19.3889;0;179;74;0;2.686;383.5669402;28.875
28/05/2024 9:24;20.7778;6.43738;388;68;0;5.851;376.383569;28.884
28/05/2024 10:24;23;8.04672;452;59;0;8.978;374.1776324;28.894
28/05/2024 11:23;24.9444;16.0934;705;50;0;11.765;369.6230179;28.891
28/05/2024 12:23;24.8333;19.3121;816;52;0;13.703;364.9567522;28.899
28/05/2024 15:17;27.8333;17.7028;830;41;0;14.268;390.1599645;28.853
28/05/2024 16:22;27.2222;17.7028;728;50;0;12.874;374.8503417;28.838
28/05/2024 17:20;26.1111;24.1402;596;55;0;10.855;368.8479979;28.826
28/05/2024 18:20;25.7778;16.0934;429;55;0;7.783;308.6985979;28.824
28/05/2024 19:20;24.0556;19.3121;248;62;0;4.591;307.9993352;28.818
28/05/2024 20:20;22.6111;9.65606;77;67;0;1.594;302.9905769;28.83
28/05/2024 21:10;21.7778;4.82803;9;69;0;0;303.4695394;28.847
29/05/2024 7:29;16.3333;0;62;84;0;0.453;306.3188964;28.831
29/05/2024 8:24;17.2778;1.60934;181;81;0;3.114;387.9575973;28.836
29/05/2024 9:19;19.3333;1.60934;387;75;0;6.039;386.648106;28.84
29/05/2024 10:23;22.4444;1.60934;457;63;0;9.127;380.1312727;28.841
29/05/2024 11:23;25.1111;1.60934;715;46;0;11.733;390.8598943;28.839
29/05/2024 12:28;26.2778;19.3121;819;45;0;13.54;398.3913623;28.83
29/05/2024 13:23;27.2778;11.2654;881;45;0;14.61;395.5827028;28.824
29/05/2024 14:23;29.0556;17.7028;882;39;0;14.858;398.1208242;28.796
29/05/2024 15:23;29.1111;17.7028;838;38;0;14.576;391.0403643;28.776
29/05/2024 16:25;28.4444;25.7495;721;38;0;12.942;369.5726464;28.76
29/05/2024 17:20;28.7222;25.7495;605;34;0;10.991;364.0452955;28.746
29/05/2024 18:20;28.4444;22.5308;450;31;0;8.057;369.5683098;28.732
29/05/2024 19:20;27.3889;16.0934;267;29;0;4.701;376.9240448;28.723
29/05/2024 20:20;26.1667;16.0934;83;33;0;1.67;387.8517505;28.728
29/05/2024 21:10;24.2778;9.65606;9;36;0;0;363.106218;28.733
30/05/2024 7:39;17.7222;3.21869;84;56;0;0.367;306.9189173;28.691
30/05/2024 8:24;19.2778;3.21869;185;49;0;2.75;385.0850894;28.697
30/05/2024 9:24;22.0556;3.21869;394;43;0;5.856;387.8153562;28.693
30/05/2024 10:13;24.9444;6.43738;450;36;0;8.839;380.728258;28.696
30/05/2024 11:24;27.6111;8.04672;708;31;0;11.374;373.3256542;28.684
30/05/2024 12:24;30.3889;8.04672;824;25;0;13.344;395.4623451;28.665
30/05/2024 13:24;32.2778;14.4841;853;23;0;14.28;407.0129222;28.643
30/05/2024 15:52;32.4444;22.5308;793;22;0;14.364;370.2743443;28.587
30/05/2024 16:24;31.9444;19.3121;737;22;0;13.048;402.3091948;28.589
30/05/2024 17:24;31.8333;17.7028;592;24;0;10.716;368.6519495;28.574
30/05/2024 18:25;30.3333;16.0934;434;26;0;7.878;391.750235;28.569
30/05/2024 19:20;29.4444;17.7028;265;28;0;4.639;391.3532344;28.564
30/05/2024 20:21;28.7222;11.2654;83;23;0;1.663;390.5668725;28.568
30/05/2024 21:13;26.8333;11.2654;9;26;0;0;392.8726513;28.578
31/05/2024 7:21;17.9444;3.21869;44;73;0;0.35;389.4574326;28.649
31/05/2024 8:21;20.6667;11.2654;181;64;0;2.725;393.0890151;28.676
31/05/2024 9:22;21.7778;16.0934;385;67;0;5.947;396.5411284;28.69
31/05/2024 10:22;23.1667;17.7028;450;54;0;8.985;392.715866;28.697
31/05/2024 11:21;25.4444;22.5308;693;43;0;11.765;399.8094358;28.692
31/05/2024 12:22;25.8333;20.9215;798;46;0;13.788;392.6361056;28.697
31/05/2024 13:24;26.3333;24.1402;865;46;0;14.759;392.0477936;28.697
31/05/2024 14:24;27.9444;16.0934;886;43;0;15.131;396.7257014;28.684
31/05/2024 15:23;28.1667;20.9215;819;45;0;14.942;388.8209508;28.663
31/05/2024 16:22;26.7778;22.5308;710;45;0;13.81;305.4020023;28.653
31/05/2024 17:22;27.6667;17.7028;578;46;0;10.402;300.0934838;28.632
31/05/2024 18:22;25.9444;22.5308;420;51;0;7.84;304.5388823;28.634
31/05/2024 19:21;24.4444;16.0934;248;55;0;4.473;375.8253131;28.643
31/05/2024 20:21;21.9444;16.0934;42;63;0;0.739;354.7419529;28.656
31/05/2024 21:12;20.1111;16.0934;11;70;0;0;364.4589087;28.684
01/06/2024 7:23;17.0556;8.04672;21;85;0;0.108;302.5171518;28.73
01/06/2024 8:23;17.9444;9.65606;158;82;0;1.685;362.9952006;28.746
01/06/2024 9:23;19.5;16.0934;408;71;0;6.714;382.3087878;28.756
01/06/2024 10:20;19.7778;17.7028;176;69;0;3.727;388.0903644;28.766
01/06/2024 11:22;19.3889;16.0934;185;72;0;2.853;379.5504664;28.767
01/06/2024 12:23;20.6667;16.0934;346;67;0;5.332;375.2670238;28.764
01/06/2024 13:22;21.9444;19.3121;329;61;0;6.589;303.8952951;28.76
01/06/2024 14:22;24.1667;17.7028;954;49;0;10.829;303.5443961;28.753
01/06/2024 15:23;25.6667;17.7028;846;46;0;14.454;303.2474046;28.74
01/06/2024 16:23;25.6667;19.3121;729;46;0;12.963;304.4228611;28.729
01/06/2024 17:23;25.7778;28.9682;603;44;0;11.191;303.9384277;28.715
01/06/2024 18:24;24.7222;24.1402;420;48;0;7.781;386.1815528;28.704
01/06/2024 19:23;22.6667;14.4841;153;53;0;2.672;378.8817268;28.718
01/06/2024 20:23;20.6111;16.0934;21;56;0;0.432;383.0204598;28.738
01/06/2024 21:12;19.7222;16.0934;16;65;0;0;373.5793128;28.763
02/06/2024 7:21;16.1667;9.65606;35;79;0;0.332;304.0627218;28.822
02/06/2024 8:25;17.9444;16.0934;186;72;0;2.761;303.5063006;28.825
02/06/2024 9:20;19.6111;12.8748;374;64;0;5.916;301.7405639;28.83
02/06/2024 10:24;20.8889;12.8748;469;59;0;9.355;356.5953226;28.841
02/06/2024 11:23;22.1111;14.4841;700;52;0;11.541;361.8369238;28.841
02/06/2024 12:22;23;19.3121;798;52;0;10.838;359.2911967;28.84
02/06/2024 13:24;24.6111;16.0934;911;45;0;7.984;305.1682254;28.826
02/06/2024 14:24;23.8889;19.3121;292;47;0;6.081;303.5172089;28.82
02/06/2024 15:20;22.9444;17.7028;199;53;0;3.369;302.1658859;28.811
02/06/2024 16:21;23.1111;14.4841;313;52;0;5.09;300.038709;28.799
02/06/2024 17:20;24.1667;14.4841;643;46;0;12.738;302.0097344;28.797
02/06/2024 18:21;24.5556;16.0934;443;45;0;7.955;353.1842737;28.789
02/06/2024 19:22;23.4444;8.04672;265;46;0;4.784;350.3210396;28.778
02/06/2024 20:20;21.9444;12.8748;44;48;0;0.82;356.9588311;28.785
02/06/2024 21:15;20.7222;9.65606;7;53;0;0;358.5226482;28.799
03/06/2024 7:23;15.8889;3.21869;47;66;0;0.334;304.070828;28.819
03/06/2024 8:23;18.1111;0;192;66;0;2.751;387.126368;28.835
03/06/2024 9:22;19.1667;8.04672;385;67;0;5.871;387.5210334;28.836
03/06/2024 10:22;20.4444;8.04672;468;56;0;8.958;389.9295233;28.84
03/06/2024 11:22;22.5;8.04672;728;48;0;12.427;389.1522349;28.84
03/06/2024 12:22;23.5;8.04672;807;46;0;13.326;385.4481309;28.841
03/06/2024 13:21;24.6667;1.60934;865;43;0;14.411;396.4555969;28.828
03/06/2024 14:21;25.6667;16.0934;868;44;0;14.95;304.926042;28.804
03/06/2024 15:24;28.2222;14.4841;842;38;0;14.494;389.6646562;28.79
03/06/2024 16:24;26.2222;1.60934;788;43;0;14.037;379.6489743;28.777
03/06/2024 17:23;25.7778;30.5775;585;42;0;10.679;302.1706228;28.76
03/06/2024 18:23;25.1111;24.1402;438;42;0;8.016;359.5834512;28.745
03/06/2024 19:20;24.0556;16.0934;274;43;0;4.799;385.2480128;28.736
03/06/2024 20:19;23;19.3121;90;43;0;1.758;362.7059817;28.746
03/06/2024 21:15;21.5;8.04672;7;47;0;0;365.8751474;28.751
04/06/2024 7:23;15.8333;0;49;67;0;0.304;367.2362778;28.733
04/06/2024 8:23;17.4444;6.43738;197;61;0;2.764;370.479166;28.742
04/06/2024 9:22;20.1667;6.43738;396;53;0;5.905;375.4568341;28.744
04/06/2024 10:22;22.9444;14.4841;462;40;0;9.037;363.5280373;28.758
04/06/2024 11:22;25.2222;0;708;31;0;11.685;397.8396447;28.753
04/06/2024 12:23;26.6667;11.2654;817;29;0;13.512;386.1350176;28.762
04/06/2024 13:23;26.8889;19.3121;872;31;0;14.629;397.3970763;28.757
04/06/2024 14:23;26.8333;17.7028;874;34;0;14.975;390.9705114;28.757
04/06/2024 15:22;26.2778;22.5308;837;30;0;14.644;390.7355335;28.753
04/06/2024 16:26;26.1667;12.8748;747;29;0;13.528;304.8880132;28.752
04/06/2024 17:21;25.7222;17.7028;209;29;0;4.462;303.9116408;28.743
04/06/2024 18:20;25.6111;16.0934;566;31;0;5.052;362.4494542;28.731
04/06/2024 19:20;25.2778;17.7028;276;31;0;4.858;393.4059884;28.727
04/06/2024 20:21;24.6667;12.8748;95;31;0;1.863;360.4943742;28.728
04/06/2024 21:15;23.3333;14.4841;9;34;0;0;362.0425461;28.725
05/06/2024 7:24;17.0556;0;51;60;0;0.22;302.4795233;28.781
05/06/2024 8:23;19.1111;1.60934;202;64;0;2.801;378.807971;28.796
05/06/2024 9:23;21.7778;6.43738;399;49;0;5.897;378.2282321;28.797
05/06/2024 10:03;22.6667;1.60934;473;43;0;8.948;303.1823554;28.802
05/06/2024 11:25;27.3333;12.8748;715;26;0;11.528;363.5691351;28.8
05/06/2024 12:23;29.0556;14.4841;821;25;0;13.429;366.6874957;28.801
05/06/2024 13:23;29.9444;16.0934;882;24;0;14.41;408.6558993;28.796
05/06/2024 14:22;31;19.3121;893;24;0;14.815;306.436352;28.789
05/06/2024 15:23;31.0556;20.9215;846;27;0;14.277;397.8184953;28.782
05/06/2024 16:22;30.1667;19.3121;754;29;0;13.124;399.3451844;28.777
05/06/2024 17:22;29.6667;16.0934;629;29;0;11.194;373.0057453;28.768
05/06/2024 18:22;29.3889;16.0934;466;26;0;8.196;392.534462;28.757
05/06/2024 19:22;28.7222;12.8748;285;28;0;4.99;382.950707;28.749
05/06/2024 20:23;28.5;11.2654;93;28;0;1.92;376.5412217;28.741
05/06/2024 21:13;27.4444;1.60934;5;29;0;0;380.328055;28.743
06/06/2024 7:21;17.6111;1.60934;51;49;0;0.486;298.6419516;28.779
06/06/2024 8:21;20.2778;3.21869;186;44;0;2.736;377.7638472;28.786
06/06/2024 9:21;22.0556;1.60934;338;40;0;5.181;384.3963347;28.796
06/06/2024 10:20;25.4444;1.60934;496;32;0;8.233;382.5226496;28.81
06/06/2024 11:20;28.3333;8.04672;501;26;0;9.279;394.1069857;28.817
06/06/2024 12:20;29.2778;0;294;25;0;5.427;386.2898014;28.826
06/06/2024 13:20;29.1111;4.82803;255;27;0;4.62;388.6800442;28.808
06/06/2024 14:20;29.4444;12.8748;250;27;0;3.287;301.0937743;28.8
06/06/2024 15:20;30;12.8748;294;30;0;5.397;388.7341518;28.79
06/06/2024 16:20;30.4444;16.0934;406;28;0;7.096;300.6928708;28.769
06/06/2024 16:41;30.8333;19.3121;388;28;0;10.504;299.2170203;28.771
06/06/2024 18:19;31.5;24.1402;441;26;0;7.931;396.1611074;28.744
06/06/2024 19:20;29.7778;20.9215;269;27;0;4.827;381.354532;28.74
06/06/2024 20:20;28.5556;19.3121;47;28;0;0.997;368.8108364;28.744
06/06/2024 21:17;26.8333;19.3121;0;27;0;0;371.3270746;28.751
07/06/2024 7:21;22.3889;0;32;37;0;0.327;297.0864074;28.728
07/06/2024 8:21;24.6111;11.2654;148;33;0;2.122;382.8015274;28.732
07/06/2024 9:20;25.1667;14.4841;299;35;0;5.028;388.0167087;28.745
07/06/2024 10:20;27.0556;16.0934;413;39;0;7.543;360.644788;28.739
07/06/2024 11:20;27.7778;16.0934;606;39;0;10.203;362.9539694;28.741
07/06/2024 12:24;30.0556;16.0934;737;37;0;12.596;361.9294272;28.731
07/06/2024 13:23;31.1111;30.5775;766;37;0;11.291;362.6704214;28.718
07/06/2024 14:23;31.9444;28.9682;682;39;0;12.433;301.0505416;28.699
07/06/2024 15:23;32;16.0934;731;41;0;11.205;370.2007886;28.675
07/06/2024 16:23;31.7778;24.1402;591;40;0;5.062;379.0219996;28.66
07/06/2024 17:22;31.5556;19.3121;432;40;0;8.121;303.3767025;28.641
07/06/2024 18:22;30.5;24.1402;151;42;0;5.189;382.2886392;28.641
07/06/2024 19:22;28.2222;17.7028;109;48;0;2.007;370.5464169;28.65
07/06/2024 20:22;26.2222;16.0934;39;52;0;0.79;367.1820701;28.655
07/06/2024 21:17;25;17.7028;26;53;0;0;373.2514313;28.654
08/06/2024 7:23;20.3333;0;30;66;0;0.226;297.5921903;28.624
08/06/2024 8:23;21.3333;3.21869;162;62;0;2.186;358.3486498;28.632
08/06/2024 9:22;22.2778;3.21869;336;65;0;5.11;387.782398;28.63
08/06/2024 10:22;24.2778;8.04672;443;60;0;8.204;363.051143;28.624
08/06/2024 11:22;26.4444;8.04672;712;52;0;10.717;363.4647227;28.604
08/06/2024 12:22;28.2222;9.65606;775;44;0;7.917;360.3749838;28.592
08/06/2024 13:22;29.2778;3.21869;455;41;0;10.885;298.9576573;28.582
08/06/2024 14:21;28.3333;16.0934;896;49;0;7.856;300.2944692;28.558
08/06/2024 15:21;27.5;22.5308;788;51;0;13.516;298.3962656;28.542
08/06/2024 16:25;27.3333;28.9682;684;50;0;12.151;295.8765248;28.524
08/06/2024 17:24;27.2222;17.7028;135;51;0;10.081;292.9980792;28.511
08/06/2024 18:25;27.5556;4.82803;40;45;0;0.776;377.6290785;28.49
08/06/2024 19:19;26.7222;17.7028;118;38;0;0.566;375.4892587;28.485
08/06/2024 20:22;24.9444;14.4841;37;53;0;0.912;367.480863;28.509
08/06/2024 21:17;23.3333;9.65606;0;58;0;0;367.7680804;28.54
09/06/2024 7:21;18.2222;1.60934;51;57;0;0.355;294.2438889;28.582
09/06/2024 8:21;19.2222;1.60934;227;56;0;2.834;294.3758888;28.596
09/06/2024 9:21;21.2222;9.65606;401;52;0;5.102;291.8684907;28.593
09/06/2024 10:21;24.5556;12.8748;432;43;0;9.006;354.0893589;28.593
09/06/2024 11:15;26.5;9.65606;659;38;0;11.349;357.2851781;28.595
09/06/2024 12:22;27.6111;4.82803;824;35;0;13.557;373.4732993;28.59
09/06/2024 13:24;27.9444;11.2654;965;35;0;14.636;296.1578711;28.583
09/06/2024 14:24;28.3333;25.7495;914;36;0;15.199;296.3965518;28.559
09/06/2024 15:24;27.9444;22.5308;615;37;0;10.93;293.273054;28.548
09/06/2024 16:24;27.6667;28.9682;761;39;0;11.017;294.1155918;28.537
09/06/2024 17:23;27.5556;20.9215;230;37;0;7.261;292.9430041;28.532
09/06/2024 18:23;27.3889;16.0934;443;35;0;8.902;355.8176672;28.539
09/06/2024 19:23;27.5556;16.0934;267;30;0;4.904;390.3973775;28.546
09/06/2024 20:23;26.7778;12.8748;56;35;0;2.465;352.942891;28.557
09/06/2024 21:17;25.6111;8.04672;9;39;0;0;369.2007316;28.575
10/06/2024 7:21;22.3889;3.21869;46;51;0;0.427;293.4112253;28.584
10/06/2024 8:21;23.7222;9.65606;211;48;0;2.677;386.6724911;28.593
10/06/2024 9:21;24.9444;6.43738;392;45;0;5.75;375.6973162;28.608
10/06/2024 10:21;25.7778;9.65606;473;43;0;8.749;381.5432082;28.613
10/06/2024 11:20;27.6667;16.0934;682;41;0;11.355;380.4136198;28.614
10/06/2024 12:22;28.3333;8.04672;847;38;0;13.144;385.4390907;28.615
10/06/2024 13:21;27.3889;8.04672;258;40;0;4.184;382.0464558;28.602
10/06/2024 14:22;27.8889;12.8748;947;46;0;16.101;295.7558668;28.602
10/06/2024 15:21;27.2222;14.4841;821;48;0;13.983;381.4105078;28.595
10/06/2024 16:22;28.0556;25.7495;737;45;0;12.617;361.251147;28.581
10/06/2024 17:21;25.3333;19.3121;104;53;0;2.32;292.3889514;28.589
10/06/2024 18:20;25.6111;12.8748;432;54;0;7.569;374.4819628;28.586
10/06/2024 19:23;25.6667;17.7028;255;51;0;4.496;376.3958783;28.585
10/06/2024 20:23;24.6111;14.4841;63;51;0;0.955;373.5916555;28.613
10/06/2024 21:17;21.3333;28.9682;0;64;0;0;377.1206937;28.652
11/06/2024 7:23;18.4444;3.21869;16;83;0;0.095;293.181518;28.68
11/06/2024 8:23;18.9444;1.60934;51;81;0;1.104;290.5498592;28.697
11/06/2024 9:23;20.2778;8.04672;406;78;0;0;390.878375;28.704
14/06/2024 9:45;21.0556;8.04672;469;77;0;9.825;363.8269636;28.798
14/06/2024 10:02;21.3333;8.04672;490;76;0;14.681;365.7872142;28.797
14/06/2024 10:25;22.1667;6.43738;499;72;0;20.516;373.9678069;28.799
14/06/2024 17:23;31.3333;16.0934;615;19;0;17.522;309.1635165;28.691
14/06/2024 18:22;30.6111;17.7028;469;23;0;13.444;372.6323293;28.671
14/06/2024 19:21;28.8333;20.9215;292;24;0;8.524;375.0335137;28.67
14/06/2024 20:20;27.2222;17.7028;114;30;0;3.594;376.8336097;28.679
14/06/2024 21:19;24.6111;12.8748;5;39;0;0;368.5059389;28.698
15/06/2024 7:22;20.9444;3.21869;56;59;0;0.94;305.4418992;28.665
15/06/2024 8:21;23.3333;0;39;51;0;1.219;369.931318;28.664
15/06/2024 9:21;24.3889;0;160;51;0;2.93;397.6575735;28.681
15/06/2024 10:24;27.2222;9.65606;515;41;0;20.862;381.7709806;28.681
15/06/2024 13:24;31.1111;19.3121;754;33;0;22.683;312.8721573;28.67
15/06/2024 14:24;31.1667;16.0934;438;34;0;14.931;310.056726;28.646
15/06/2024 14:49;31.0556;14.4841;371;34;0;24.119;309.3321108;28.638
15/06/2024 16:23;33.7222;19.3121;765;31;0;16.281;309.0929631;28.593
16/06/2024 4:42;19.9444;3.21869;0;84;0;0;304.1940546;28.655
16/06/2024 7:22;18.7778;1.60934;46;87;0;0.512;305.3742146;28.695
16/06/2024 8:21;20.8889;11.2654;204;85;0;4.744;300.5158368;28.705
16/06/2024 9:21;21.6667;11.2654;345;83;0;5.997;297.9722446;28.718
16/06/2024 10:20;22.5;11.2654;468;77;0;14.947;370.616937;28.734
16/06/2024 11:20;24.0556;1.60934;701;71;0;6.786;374.1600525;28.73
16/06/2024 12:23;25.3889;16.0934;835;65;0;21.844;379.1856235;28.722
16/06/2024 13:22;25.3333;20.9215;896;67;0;23.594;301.8763334;28.724
16/06/2024 14:21;25.3333;25.7495;909;65;0;23.378;301.0025052;28.715
16/06/2024 15:21;26;24.1402;865;60;0;23.121;300.4960218;28.71
16/06/2024 16:19;26;20.9215;770;56;0;21.142;302.4361238;28.692
16/06/2024 17:23;25.7778;25.7495;633;56;0;18.37;300.6496715;28.679
16/06/2024 18:22;25.2222;16.0934;471;55;0;14.017;367.7775542;28.671
16/06/2024 19:21;24.7778;14.4841;297;57;0;8.784;367.7921986;28.675
16/06/2024 20:24;23.9444;12.8748;93;62;0;3.383;374.0990396;28.675
16/06/2024 21:19;22.8333;12.8748;9;66;0;0;375.5511055;28.674
17/06/2024 7:20;18.2778;3.21869;44;86;0;0.567;303.8632375;28.692
17/06/2024 8:24;19.3889;0;234;80;0;4.727;372.9401623;28.698
20/06/2024 13:06;26.8333;11.2654;956;34;0;21.992;378.6296693;28.741
20/06/2024 14:07;26.8889;11.2654;949;31;0;24.219;377.9083233;28.731
20/06/2024 14:22;27.2778;14.4841;953;29;0;23.865;378.5734601;28.728
21/06/2024 9:38;24.3333;14.4841;448;42;0;10.176;386.6888702;28.892
24/06/2024 8:19;21.0556;9.65606;206;72;0;0.489;297.9840869;28.738
24/06/2024 8:20;21.0556;11.2654;211;72;0;4.402;297.4987529;28.742
24/06/2024 9:23;22.2778;8.04672;399;62;0;9.461;374.6382144;28.75
24/06/2024 10:23;24.2778;6.43738;448;50;0;14.408;377.2861856;28.741
24/06/2024 11:23;25;9.65606;675;48;0;17.898;376.8285392;28.74
24/06/2024 12:22;26.6667;8.04672;816;50;0;20.398;376.0497496;28.728
24/06/2024 13:22;29.4444;12.8748;947;48;0;5.321;374.371279;28.71
24/06/2024 14:22;26.7222;17.7028;339;59;0;8.64;298.9374086;28.686
