sep=,
"Time","temperature","windSpeed","solarRad","humedad","rain","Power_gen","pressure_sensor","pressure"
1712747437000,19.6667,6.43738,805,27,0,14.619,358.00795859154425,29.104
1712747730000,19.7778,14.4841,809,27,0,14.619,358.39378399632585,29.098
1712748030000,19.8889,9.65606,798,27,0,16.06,357.9322012429139,29.096
1712748330000,20.1111,8.04672,817,26,0,16.06,358.20457409697246,29.095
1712748630000,20.3889,14.4841,826,26,0,16.06,358.90793988115183,29.093
1712748930000,20.4444,8.04672,823,26,0,16.06,358.67913334030834,29.09
1712749230000,20.3889,9.65606,819,26,0,16.06,358.46990828940136,29.088
1712749530000,20.4444,11.2654,816,25,0,16.06,359.2207766999346,29.092
1712749830000,20.3889,17.7028,821,26,0,16.06,357.3945609135983,29.09
1712750130000,20.2222,17.7028,821,26,0,16.06,359.2940321546208,29.086
1712750434000,20.5556,17.7028,823,27,0,16.06,359.67882344323874,29.084
1712750734000,20.6667,17.7028,819,26,0,16.06,358.9755243762312,29.08
1712751057000,20.6111,16.0934,819,26,0,16.06,358.62172321393535,29.084
1712751357000,20.8333,16.0934,817,26,0,16.06,358.3516854608914,29.08
1712751648000,20.6111,16.0934,817,26,0,16.619,358.10843465234336,29.079
1712751948000,20.7778,19.3121,814,27,0,16.619,359.27408372023905,29.076
1712752248000,21.0556,17.7028,722,27,0,16.619,358.7200309666496,29.074
1712752548000,20.8333,16.0934,751,27,0,16.619,359.2053650332383,29.074
1712752840000,20.3889,24.1402,810,26,0,16.619,358.6136170775562,29.069
1712753140000,20.0556,20.9215,809,27,0,16.619,359.18464935138036,29.066
1712753441000,20.2222,17.7028,686,27,0,16.619,358.56834947645916,29.068
1712753741000,20,20.9215,589,28,0,16.619,358.9616805630733,29.066
1712754035000,19.9444,16.0934,524,28,0,16.619,359.82580137281394,29.067
1712754335000,20.1111,19.3121,874,28,0,16.619,359.06655995721405,29.06
1712754635000,20.5556,17.7028,884,27,0,16.619,357.3790491711443,29.058
1712754935000,20.0556,16.0934,807,27,0,16.619,359.48417609437996,29.06
1712755229000,20.1111,22.5308,698,27,0,14.095,358.78741531021325,29.06
1712755529000,19.9444,25.7495,870,28,0,14.095,360.421519000221,29.055
1712755829000,20.3333,16.0934,796,27,0,14.095,359.10438859365047,29.053
1712756129000,20.2222,12.8748,858,28,0,14.095,358.30568397090406,29.053
1712756419000,20.2778,24.1402,828,28,0,14.095,360.388293848642,29.049
1712756719000,20.1667,22.5308,434,29,0,14.095,359.03823851776576,29.047
1712757019000,19.8333,20.9215,819,30,0,14.095,358.108568086687,29.046
1712757319000,20.2778,19.3121,789,30,0,14.095,356.8040472255953,29.041
1712757608000,19.8333,28.9682,376,32,0,14.095,358.846193138609,29.036
1712757908000,19.5556,30.5775,722,33,0,14.095,359.4196272306197,29.039
1712758208000,19.4444,16.0934,744,33,0,14.095,357.39669586309736,29.039
1712758500000,19.5556,22.5308,735,34,0,14.095,358.1928652333136,29.035
1712758800000,19.3889,30.5775,698,34,0,15.23,357.2927838679483,29.033
1712759100000,18.6667,20.9215,671,34,0,15.23,358.8149695021854,29.033
1712759389000,18.6667,32.1869,680,36,0,15.23,358.7010832898454,29.028
1712759689000,18.1667,35.4056,670,38,0,15.23,361.3481204413948,29.029
1712760015000,18.3333,35.4056,659,37,0,15.23,358.95977912367573,29.032
1712760315000,18.0556,25.7495,621,38,0,15.23,359.62251415020125,29.026
1712760607000,18.1111,30.5775,638,40,0,15.23,359.2600063969797,29.024
1712760907000,18.1111,20.9215,628,39,0,15.23,359.79507811517925,29.026
1712761196000,17.8889,30.5775,619,40,0,15.23,358.4449894257171,29.024
1712761496000,17.9444,24.1402,619,41,0,15.23,358.6052440724896,29.021
1712761786000,17.7222,24.1402,594,42,0,15.23,358.46507129444257,29.022
1712762086000,17.5556,30.5775,596,42,0,15.23,359.7120485948177,29.025
1712762386000,17.4444,28.9682,531,42,0,15.23,360.4675204902083,29.02
1712762676000,17.3889,20.9215,589,42,0,12.527,357.05280220082057,29.025
1712762976000,17.6667,24.1402,568,41,0,12.527,358.5183115975751,29.026
1712763276000,17.7778,17.7028,422,42,0,12.527,359.6262169532388,29.024
1712763576000,17.4444,22.5308,195,44,0,12.527,357.5924774038774,29.023
1712763868000,17.2222,17.7028,163,45,0,12.527,356.68585775567124,29.024
1712764168000,17.3333,16.0934,492,44,0,12.527,358.6956124817541,29.023
1712764469000,17.6111,16.0934,450,44,0,12.527,357.9082831368073,29.02
1712764769000,17.4444,17.7028,107,45,0,12.527,357.38592103984433,29.023
1712765060000,17.6667,17.7028,105,44,0,12.527,358.41540036000373,29.021
1712765360000,17.6667,20.9215,385,45,0,12.527,358.1456628342331,29.024
1712765660000,17.6111,22.5308,413,46,0,12.527,358.81400210319373,29.022
1712765960000,17.5556,19.3121,380,46,0,12.527,358.7619627091543,29.019
1712766251000,17.5556,19.3121,374,46,0,8.383,358.7602280626863,29.017
1712766552000,17.7222,17.7028,341,45,0,8.383,358.5021660419886,29.019
1712766852000,17.6667,24.1402,323,44,0,8.383,358.1583724554696,29.015
1712767152000,17.3889,25.7495,271,45,0,8.383,358.7217989717033,29.018
1712767442000,17.2778,20.9215,251,45,0,8.383,358.9891346792876,29.019
1712767742000,17.4444,20.9215,278,45,0,8.383,357.9051474297307,29.018
1712768042000,17.3889,19.3121,262,46,0,8.383,358.6308634664783,29.019
1712768342000,17.1111,20.9215,241,47,0,8.383,359.57794707940866,29.014
1712768632000,16.9444,20.9215,229,48,0,8.383,357.7396221263824,29.018
1712768932000,17.0556,17.7028,220,48,0,8.383,358.76283003238825,29.019
1712769232000,16.9444,16.0934,192,47,0,8.383,357.4668823278787,29.021
1712769532000,16.8333,16.0934,178,48,0,8.383,357.80407091438497,29.025
1712769820000,16.7222,19.3121,160,48,0,2.905,357.79679874265383,29.025
1712770121000,16.5556,20.9215,139,48,0,2.905,356.6674771748279,29.025
1712770421000,16.5,17.7028,123,48,0,2.905,356.6064643211753,29.024
1712770721000,16.5556,20.9215,109,48,0,2.905,357.32821068619813,29.022
1712771039000,16.4444,16.0934,91,47,0,2.905,357.4271522520448,29.022
1712771339000,16.4444,22.5308,74,48,0,2.905,357.93233467725764,29.02
1712771639000,16.2778,16.0934,46,49,0,2.905,358.43341399640195,29.019
1712771987000,16.0556,16.0934,35,51,0,2.905,358.3550546780696,29.02
1712772318000,15.8889,17.7028,28,52,0,2.905,358.18822838987035,29.018
1712772618000,15.7778,12.8748,19,52,0,2.905,358.1828242989509,29.017
1712772911000,15.7222,14.4841,14,53,0,2.905,357.1114799534586,29.019
1712773211000,15.6111,12.8748,11,53,0,0.243,357.3211053073966,29.021
1712773511000,15.5556,8.04672,9,54,0,0,357.0756528321777,29.02
1712773811000,15.5,6.43738,7,54,0,0,357.2197952819494,29.025
1712774111000,15.3889,6.43738,5,55,0,0,357.22009550922274,29.025
1712774411000,15.2778,3.21869,0,55,0,0,357.07438520591256,29.026
1712774711000,15.1667,0,0,56,0,0,356.3415971489494,29.023
1712775011000,15.0556,3.21869,0,57,0,0,355.75528664277266,29.02
1712775311000,14.8889,1.60934,0,57,0,0,357.2185276556844,29.023
1712775611000,14.7778,0,0,57,0,0,357.1952100041244,29.025
1712775912000,14.7222,3.21869,0,58,0,0,357.25615614060524,29.023
1712776212000,14.6667,6.43738,0,58,0,0,357.5910429846829,29.023
1712776512000,14.5,8.04672,0,59,0,0,357.4980726057163,29.025
1712776801000,14.2222,8.04672,0,61,0,0,357.6533901817723,29.025
1712777101000,14,8.04672,0,61,0,0,358.11520644528565,29.028
1712777401000,13.9444,4.82803,0,62,0,0,357.65542505551355,29.032
1712777701000,13.8333,0,0,62,0,0,358.0939570260529,29.03
1712778001000,13.8333,0,0,64,0,0,357.82038326290115,29.033
1712778301000,13.8333,0,0,63,0,0,357.9092171772132,29.03
1712778601000,13.8333,3.21869,0,64,0,0,357.58423783315465,29.033
1712778901000,13.8889,3.21869,0,65,0,0,357.74849551023783,29.033
1712779202000,14,8.04672,0,64,0,0,357.33835169631857,29.034
1712779502000,14.1667,6.43738,0,63,0,0,357.4023668227042,29.035
1712779802000,14.2778,3.21869,0,60,0,0,357.26829866588105,29.035
1712780102000,14.4444,6.43738,0,62,0,0,357.6611293737063,29.038
1712780402000,14.4444,1.60934,0,61,0,0,357.1210538676184,29.035
1712780690000,14.3889,1.60934,0,60,0,0,357.1758286657034,29.036
1712780990000,14.3889,3.21869,0,61,0,0,357.25842452444795,29.036
1712781290000,14.3333,1.60934,0,57,0,0,357.7262119748415,29.036
1712781590000,14.1667,0,0,59,0,0,357.6827123787982,29.036
1712781890000,13.8889,1.60934,0,59,0,0,357.86545071248264,29.037
1712782190000,13.8889,1.60934,0,59,0,0,357.5391703835731,29.035
1712782490000,14.1111,0,0,57,0,0,357.18757088794814,29.036
1712782790000,14.1667,3.21869,0,55,0,0,357.65645917167717,29.036
1712783090000,14.1667,1.60934,0,54,0,0,357.4312219995273,29.036
1712783390000,14.1111,0,0,54,0,0,357.66196333835444,29.032
1712783691000,14.0556,0,0,54,0,0,357.7176054596734,29.033
1712783991000,13.9444,1.60934,0,54,0,0,357.5765653583923,29.033
1712784291000,13.9444,0,0,54,0,0,357.5867397270988,29.033
1712784591000,13.9444,1.60934,0,55,0,0,357.35453061049105,29.03
1712784879000,14,1.60934,0,53,0,0,357.3957951812775,29.03
1712785179000,14.1667,1.60934,0,52,0,0,357.41420912070674,29.031
1712785479000,13.6667,6.43738,0,56,0,0,357.1052085393051,29.033
1712786079000,13.5556,3.21869,0,57,0,0,357.91568874288214,29.028
1712786379000,13.7778,1.60934,0,59,0,0,357.6054872523873,29.034
1712786680000,13.6667,0,0,55,0,0,357.33948588824,29.034
1712786980000,13.5,1.60934,0,56,0,0,356.989254094638,29.035
1712787280000,13.3333,3.21869,0,59,0,0,355.98806285534096,29.035
1712787580000,13.2778,4.82803,0,59,0,0,356.0399688150367,29.038
1712787880000,13.3889,6.43738,0,60,0,0,356.3218155074972,29.038
1712788180000,13.5,3.21869,0,59,0,0,356.33445841156197,29.043
1712788480000,13.1667,3.21869,0,57,0,0,356.5118593714987,29.044
1712788780000,12.7778,0,0,59,0,0,356.37091934597544,29.047
1712789066000,12.5,3.21869,0,62,0,0,356.56279793220256,29.043
1712789366000,12.7778,3.21869,0,61,0,0,356.5573938412831,29.042
1712789666000,13.5,3.21869,0,57,0,0,357.0766202311694,29.042
1712789966000,13.8333,0,0,54,0,0,357.1317953322855,29.043
1712790266000,13.8333,0,0,53,0,0,357.2129234132494,29.042
1712790566000,13.5,6.43738,0,53,0,0,357.2683987416388,29.041
1712790867000,13.2222,3.21869,0,52,0,0,357.11368162012946,29.04
1712791167000,13.2778,3.21869,0,52,0,0,356.96446866529743,29.038
1712791467000,13.5556,3.21869,0,53,0,0,357.23150414560826,29.036
1712791767000,13.6111,3.21869,0,53,0,0,357.2800075295399,29.035
1712792067000,13.6667,6.43738,0,51,0,0,357.1833677061219,29.032
1712792367000,13.9444,3.21869,0,50,0,0,357.4686503329326,29.03
1712792667000,14.1111,3.21869,0,50,0,0,357.02154520581104,29.027
1712792967000,14.4444,8.04672,0,47,0,0,357.239843792089,29.023
1712793257000,15.0556,8.04672,0,48,0,0,356.94401985212676,29.02
1712793557000,16.1667,11.2654,0,43,0,0,356.92607293290047,29.018
1712793857000,16.7778,12.8748,0,40,0,0,357.25982558505666,29.02
1712794157000,17,8.04672,0,40,0,0,357.0147066956969,29.02
1712794457000,17.1111,3.21869,0,40,0,0,357.36757381758684,29.026
1712794757000,16,1.60934,0,43,0,0,356.53894654326785,29.027
1712795057000,15.4444,3.21869,0,47,0,0,356.6722808112007,29.026
1712795357000,15.4444,3.21869,0,44,0,0,356.98204864007863,29.025
1712795657000,15.6111,3.21869,0,42,0,0,357.1075436403197,29.025
1712795957000,16.0556,8.04672,0,40,0,0,357.0493996250565,29.021
1712796258000,16.2778,9.65606,0,40,0,0,356.5641989928113,29.017
1712796558000,16.6667,8.04672,0,40,0,0,357.28671260531036,29.019
1712796858000,16.6667,9.65606,0,38,0,0,357.4539391965407,29.014
1712797147000,16.5,16.0934,0,41,0,0,357.463279600599,29.012
1712797451000,16.2778,4.82803,0,40,0,0,357.0146066199391,29.012
1712797751000,15.9444,9.65606,0,43,0,0,357.02458083713,29.012
1712798051000,15.6667,3.21869,0,41,0,0,357.0810569230971,29.009
1712798351000,15.6111,8.04672,0,42,0,0,356.88864459949514,29.006
1712798651000,16.1667,6.43738,0,42,0,0,356.71161058400367,29.008
1712798951000,15.9444,8.04672,0,42,0,0,356.57520732616575,29.007
1712799251000,15.8333,3.21869,0,43,0,0,356.516029194739,29.009
1712799551000,15.8889,6.43738,0,43,0,0,356.9937241451516,29.009
1712799851000,16.1111,8.04672,0,42,0,0,357.3580999791849,29.006
1712800151000,16.8333,8.04672,0,41,0,0,356.9021214682079,29.007
1712800451000,16.7222,8.04672,0,44,0,0,356.88220639241206,29.004
1712800752000,16.6667,11.2654,0,44,0,0,357.5487776563188,29.003
1712801040000,16.6667,9.65606,0,42,0,0,357.253654246661,29
1712801340000,16.8889,6.43738,0,42,0,0,356.7423672002243,29
1712801640000,17,8.04672,0,42,0,0,357.15287795858853,28.999
1712801940000,17.0556,6.43738,0,41,0,0,356.92447172077607,29
1712802241000,17.2222,8.04672,0,43,0,0,356.76641874067457,29
1712802541000,17.5,6.43738,0,44,0,0,356.593654624181,29.003
1712802841000,17.6667,3.21869,0,41,0,0,356.91189553388324,29
1712803141000,17.7778,6.43738,0,41,0,0,356.8186916448153,28.996
1712803441000,17.5556,8.04672,0,42,0,0,357.06217596346494,28.993
1712803741000,17.4444,6.43738,0,41,0,0,356.84864765497395,28.991
1712804041000,17.3333,6.43738,0,43,0,0,356.9503579834521,28.99
1712804341000,17.2778,8.04672,0,44,0,0,356.8683625792542,28.987
1712804641000,17.3333,8.04672,0,43,0,0,356.8117530589434,28.992
1712804930000,17.2778,0,0,41,0,0,357.14790752928616,28.992
1712805230000,17.1667,9.65606,0,44,0,0,356.8629584883347,28.989
1712805530000,17.5,9.65606,0,44,0,0,356.82359535694593,28.986
1712805830000,17.7222,9.65606,0,43,0,0,357.1290265696539,28.989
1712806131000,17.6667,6.43738,0,43,0,0,357.06331015538626,28.988
1712806431000,17.6111,9.65606,0,43,0,0,357.13379684744086,28.987
1712806731000,17.4444,6.43738,0,44,0,0,357.22803485267235,28.985
1712807031000,17.2222,6.43738,0,44,0,0,356.4575182350307,28.984
1712807331000,17.1111,6.43738,0,46,0,0,356.42919679558236,28.983
1712807631000,16.9444,8.04672,0,47,0,0,356.36164565908894,28.987
1712807931000,16.8333,1.60934,0,47,0,0,355.5081995968434,28.986
1712808231000,16.2222,6.43738,0,44,0,0,354.8752871461327,28.992
1712808531000,14.8333,3.21869,0,49,0,0,354.48565886255597,28.992
1712808820000,14,6.43738,0,55,0,0,354.9733947473312,28.996
1712809120000,13.6667,1.60934,0,57,0,0,355.09031659099026,29
1712809420000,13.8333,3.21869,0,55,0,0,355.5148713140279,29
1712809720000,14.3333,3.21869,0,56,0,0,355.2847971469194,28.999
1712810020000,14.7778,4.82803,0,55,0,0,355.44134899065443,28.997
1712810320000,14.8333,6.43738,0,53,0,0,355.5651427030134,28.995
1712810620000,14.3333,12.8748,0,50,0,0,355.6135126526013,28.996
1712810920000,13.7222,9.65606,0,54,0,0,356.1729361385244,28.997
1712811220000,13.6667,8.04672,0,55,0,0,356.5649995988735,29.001
1712811521000,13.8333,9.65606,0,54,0,0,356.22067227497973,29.002
1712811821000,13.8889,6.43738,0,54,0,0,357.6400467474032,29.004
1712812121000,13.6111,3.21869,0,53,0,0,357.4423304086396,29.006
1712812421000,13.1667,3.21869,0,59,0,0,357.18817134249485,29.008
1712812721000,13.2778,8.04672,0,58,0,0,356.594555306001,29.005
1712813011000,13.5,4.82803,0,57,0,0,357.4502697520892,29.007
1712813311000,13.8889,1.60934,0,56,0,0,357.53176477749827,29.011
1712813611000,13.8889,1.60934,0,55,0,0,357.5112826057417,29.017
1712813911000,13.8333,1.60934,5,55,0,0,358.09939447555837,29.012
1712814211000,13.8889,1.60934,7,58,0,0,358.1821904858183,29.015
1712814511000,13.9444,3.21869,12,56,0,0,358.4718097287989,29.015
1712814811000,14.0556,3.21869,21,58,0,0,358.2128470262813,29.016
1712815112000,14.2778,3.21869,30,55,0,0,357.57059417151225,29.024
1712815412000,14.4444,1.60934,40,54,0,0,357.9031792731612,29.029
1712815712000,14.4444,3.21869,51,54,0,0,357.6520891969213,29.033
1712816012000,14.4444,1.60934,60,55,0,0,357.58460477759974,29.033
1712816312000,14.5556,1.60934,70,55,0,0,357.8093749295466,29.037
1712816612000,14.7222,0,83,55,0,0.966,357.6375782120449,29.04
1712816912000,15.0556,6.43738,100,54,0,0.966,357.8885014953552,29.047
1712817202000,15.0556,6.43738,123,54,0,0.966,357.66203005552626,29.045
1712817502000,15.0556,9.65606,141,55,0,0.966,357.43472465104924,29.046
1712817803000,15.2222,12.8748,149,55,0,0.966,357.92999957624295,29.044
1712818103000,15.2778,11.2654,160,55,0,0.966,358.0713732633833,29.044
1712818403000,15.3333,20.9215,169,55,0,0.966,358.3271001830664,29.047
1712818703000,15.3889,16.0934,179,56,0,0.966,357.21205609001544,29.052
1712819014000,15.2778,16.0934,178,56,0,0.966,357.54637583813235,29.058
1712819321000,15.2778,17.7028,172,58,0,0.966,357.4837617723556,29.059
1712819647000,15.6667,16.0934,167,56,0,0.966,357.4414964439915,29.061
1712819947000,15.8333,17.7028,200,56,0,0.966,357.7700117981579,29.068
1712820300000,15.8333,16.0934,225,57,0,4.577,358.005056394569,29.069
1712820618000,15.8889,16.0934,216,57,0,4.577,358.0338114956344,29.075
1712820918000,15.8333,17.7028,241,57,0,4.577,358.25704715262884,29.075
1712821207000,15.7778,16.0934,251,57,0,4.577,358.25824806172204,29.074
1712821507000,15.7778,16.0934,260,56,0,4.577,358.04848927344034,29.079
1712821807000,16.2222,17.7028,278,55,0,4.577,358.60184149672546,29.072
1712822107000,16.2222,12.8748,301,55,0,4.577,358.24877422332,29.081
1712822396000,16.5,12.8748,338,54,0,4.577,357.80834081338304,29.087
1712822696000,16.6111,12.8748,380,54,0,4.577,357.74048944961635,29.086
1712822996000,16.8889,14.4841,417,53,0,4.577,357.66523247977483,29.085
1712823296000,16.8333,19.3121,446,52,0,4.577,359.34366973047366,29.092
1712823597000,16.9444,19.3121,457,51,0,4.577,358.1056992482977,29.091
1712823886000,17.3333,22.5308,471,48,0,8.908,357.6097237927995,29.094
1712824186000,17.2222,22.5308,487,47,0,8.908,357.88062886907755,29.096
1712824486000,17,19.3121,497,48,0,8.908,358.0541602330471,29.094
1712824786000,17,22.5308,462,48,0,8.908,358.3551547538274,29.099
1712825084000,17.0556,16.0934,531,49,0,8.908,358.12051046044735,29.1
1712825384000,17.6111,22.5308,541,48,0,8.908,357.92539609138566,29.101
1712825684000,17.7778,24.1402,554,48,0,8.908,357.9773354096673,29.1
1712825984000,17.4444,22.5308,570,47,0,8.908,358.03597980371933,29.103
1712826276000,17.8889,17.7028,582,47,0,8.908,357.54297326236826,29.101
1712826576000,17.9444,20.9215,545,47,0,8.908,357.70552965156935,29.105
1712826876000,17.6667,19.3121,598,49,0,8.908,357.05030030687647,29.106
1712827176000,17.8889,19.3121,613,48,0,8.908,357.8197828083545,29.108
1712827483000,18.0556,16.0934,624,49,0,12.412,357.0140061653925,29.108
1712827788000,18.7222,16.0934,638,45,0,12.412,357.0318863674471,29.107
1712828090000,19.1111,19.3121,652,45,0,12.412,356.7112769981444,29.106
1712828390000,19.0556,12.8748,661,47,0,12.412,358.1073004604219,29.106
1712828682000,19.4444,14.4841,671,46,0,12.412,356.5245356341493,29.107
1712828982000,19.2778,11.2654,684,46,0,,356.395271113699,29.111
1712829282000,19.2778,14.4841,691,48,0,12.412,357.50461088855724,29.111
1712829582000,19.4444,19.3121,703,47,0,12.412,357.77401482846864,29.115
1712829882000,19.8889,14.4841,710,45,0,12.412,356.98048078654034,29.113
1712830174000,20.0556,20.9215,721,41,0,12.412,356.68402303344556,29.11
1712830474000,19.8889,20.9215,729,42,0,12.412,356.99125560979326,29.115
1712830774000,19.4444,16.0934,735,44,0,12.412,356.0332637392662,29.116
1712831074000,20.2222,24.1402,738,44,0,14.944,357.44896876723817,29.116
1712831362000,19.2778,16.0934,747,46,0,14.944,356.24205512855616,29.122
1712831662000,20.5556,16.0934,754,42,0,14.944,356.20986409314077,29.116
1712832039000,20.9444,17.7028,761,41,0,14.944,356.9283079581572,29.117
1712832339000,19.8333,19.3121,766,45,0,14.944,357.000429220922,29.115
1712832643000,20,4.82803,772,43,0,14.944,356.5428494978209,29.116
1712832943000,20.0556,12.8748,784,42,0,14.944,357.1369659131035,29.115
1712833244000,20.2778,12.8748,791,40,0,14.944,357.33204692357924,29.115
1712833544000,21.1667,6.43738,793,38,0,14.944,356.6209419474657,29.115
1712833844000,21.3333,8.04672,798,37,0,14.944,356.4144856591904,29.113
1712834144000,21.6111,14.4841,803,36,0,14.944,356.72612156887993,29.111
1712834444000,21.1667,17.7028,807,36,0,16.043,356.13640848693905,29.116
1712834744000,21,11.2654,807,38,0,16.043,357.9857751319057,29.115
1712835036000,20.5,22.5308,812,39,0,16.043,357.6320406867818,29.114
1712835488000,21.3333,17.7028,735,36,0,16.043,357.5321317219434,29.114
1712835788000,21.3889,17.7028,812,33,0,16.043,357.60625449986355,29.109
1712836078000,21.7778,19.3121,812,34,0,16.043,357.2736360396286,29.108
1712836378000,21.5556,19.3121,819,32,0,16.043,357.74275783345905,29.111
1712836678000,21.4444,16.0934,817,34,0,16.043,357.92606326310414,29.111
1712836978000,20.8333,12.8748,817,35,0,16.043,358.0586302835608,29.11
1712837270000,21.8889,12.8748,819,31,0,16.043,356.3981733106742,29.109
1712837570000,21.7778,9.65606,816,34,0,16.043,355.56554300604444,29.108
1712837870000,22.3889,14.4841,817,34,0,16.043,355.62448762736983,29.104
1712838171000,22.6111,17.7028,816,33,0,16.337,356.70664015470106,29.106
1712838471000,22.6667,12.8748,812,33,0,16.337,357.1874374536045,29.104
1712838762000,22.3333,9.65606,816,34,0,16.337,355.3511473743196,29.103
1712839062000,22.5,20.9215,809,33,0,16.337,355.829342703521,29.102
1712839362000,21.3333,17.7028,807,36,0,16.337,355.88048141574035,29.102
1712839662000,21.2778,14.4841,800,39,0,16.337,356.10038121414266,29.101
1712839954000,21.8889,3.21869,798,37,0,16.337,355.5874929555816,29.107
1712840254000,21.9444,17.7028,798,37,0,16.337,355.74534578416774,29.101
1712840556000,21.5,16.0934,789,38,0,16.337,355.9848937896783,29.096
1712840856000,21.1667,11.2654,780,39,0,16.337,356.6882262152718,29.101
1712841146000,21.6667,12.8748,773,40,0,16.337,356.6714134879668,29.099
1712841446000,22.5556,16.0934,775,37,0,16.337,356.6443263161975,29.091
1712841761000,22.5556,4.82803,766,38,0,15.709,355.4804786119417,29.089
1712842061000,22.2778,19.3121,761,41,0,15.709,356.83216851352813,29.091
1712842361000,21.2778,11.2654,756,47,0,15.709,356.2842870983343,29.087
1712842655000,21.0556,17.7028,742,47,0,15.709,356.1383432849226,29.084
1712842960000,20.7778,17.7028,737,47,0,15.709,356.1280021232866,29.086
1712843260000,20.8889,24.1402,724,47,0,15.709,356.68665836173346,29.088
1712843560000,20.7778,17.7028,719,49,0,15.709,356.7713224528052,29.082
1712843847000,20.7222,16.0934,710,48,0,15.709,355.1330489395571,29.086
1712844190000,20.9444,16.0934,700,48,0,15.709,357.35903401959064,29.085
1712844490000,20.5,19.3121,689,50,0,15.709,357.9611564954948,29.083
1712844781000,20.5556,20.9215,682,50,0,15.709,404.30644006936905,29.087
1712845081000,20.8333,19.3121,696,49,0,15.709,401.7099411754924,29.088
1712845382000,20.2778,16.0934,657,51,0,13.938,403.48161567384517,29.084
1712845682000,20.2222,19.3121,643,51,0,13.938,404.0434076193688,29.08
1712845976000,20,16.0934,633,52,0,13.938,407.8349444953389,29.083
1712846276000,20.1111,16.0934,628,51,0,13.938,401.86846117579694,29.08
1712846576000,20.1667,19.3121,613,51,0,13.938,359.252534073733,29.079
1712846876000,20.1667,14.4841,598,51,0,13.938,358.5791576582981,29.078
1712847166000,20.1111,20.9215,592,52,0,13.938,359.99169362060746,29.079
1712847467000,20.2778,24.1402,587,51,0,13.938,359.2039973312155,29.077
1712847767000,20.2222,22.5308,564,52,0,13.938,358.4905906126734,29.073
1712848067000,20.2222,16.0934,550,52,0,13.938,357.8123772022797,29.07
1712848367000,20.2222,20.9215,534,52,0,13.938,359.40128000836216,29.074
1712848667000,19.8889,19.3121,522,53,0,13.938,359.5819501097193,29.075
1712848967000,19.8333,16.0934,510,53,0,11.145,358.1411260665476,29.076
1712849267000,19.4444,19.3121,499,54,0,11.145,359.807687660658,29.076
1712849559000,19.3889,16.0934,482,54,0,11.145,358.76016134551446,29.077
1712849861000,19.5,16.0934,464,53,0,11.145,358.7058869262183,29.08
1712850163000,19.3889,16.0934,455,54,0,11.145,358.99310435101245,29.081
1712850463000,19.5,14.4841,439,54,0,11.145,358.0116613945818,29.081
1712850753000,19.0556,17.7028,420,54,0,11.145,358.2709910415445,29.079
1712851053000,19.0556,16.0934,69,54,0,11.145,358.67833273424617,29.079
1712851424000,19.1111,16.0934,69,54,0,11.145,357.8118434649049,29.082
1712851724000,19.1667,17.7028,381,54,0,11.145,358.0442527330281,29.085
1712852014000,19.1667,22.5308,369,54,0,11.145,358.3593245770677,29.087
1712852315000,19.0556,19.3121,353,54,0,11.145,357.98747641978775,29.086
1712852618000,19.1667,17.7028,338,54,0,7.511,357.599582782679,29.087
1712852918000,18.9444,14.4841,320,54,0,7.511,357.21679300921653,29.09
1712853208000,18.8889,20.9215,306,55,0,7.511,357.28414399419427,29.089
1712853512000,18.6667,17.7028,292,55,0,7.511,356.60452952319184,29.097
1712853861000,18.8333,16.0934,272,55,0,7.511,356.6867584374912,29.098
1712854161000,18.5,11.2654,258,55,0,7.511,356.39387005309015,29.098
1712854448000,18.6667,11.2654,248,55,0,7.511,357.55748424724464,29.098
1712854748000,18.3333,11.2654,230,56,0,7.511,357.8710883135036,29.098
1712855048000,18.1667,9.65606,214,56,0,7.511,357.56122040886794,29.1
1712855348000,18.1667,16.0934,197,56,0,7.511,354.80957073186505,29.098
1712855648000,18.1667,17.7028,179,56,0,7.511,354.89813777748975,29.102
1712855998000,18.0556,17.7028,156,56,0,7.511,354.5966762365066,29.105
1712856315000,18.0556,16.0934,139,56,0,3.485,353.8241247451236,29.106
1712856615000,17.8333,9.65606,123,56,0,3.485,352.49228320216116,29.106
1712856905000,17.8333,16.0934,109,56,0,3.485,353.14727903675276,29.106
1712857210000,17.7222,17.7028,95,56,0,3.485,352.73333234403844,29.113
1712857625000,17.4444,16.0934,74,55,0,3.485,352.9765831525865,29.116
1712857925000,17.3333,19.3121,56,53,0,3.485,352.8421480513182,29.116
1712858240000,17.1111,16.0934,51,53,0,3.485,352.026964287126,29.113
1712858601000,16.9444,16.0934,37,52,0,3.485,354.00052494748275,29.113
1712858901000,16.8333,14.4841,26,52,0,3.485,353.7138079014773,29.11
1712859194000,16.6667,9.65606,21,52,0,3.485,353.8855379018072,29.112
1712859494000,16.5,12.8748,18,53,0,3.485,353.6645706286555,29.117
1712859794000,16.2778,17.7028,16,53,0,0.328,353.3407254765183,29.117
1712860094000,16.1667,11.2654,11,54,0,0,353.14027373370897,29.119
1712860383000,16.0556,14.4841,9,53,0,0,353.56976552746335,29.122
1712860683000,15.9444,11.2654,5,53,0,0,353.4072091382621,29.13
1712860983000,15.7778,8.04672,0,53,0,0,353.0786270669239,29.134
1712861283000,15.7222,9.65606,0,53,0,0,352.2808231259975,29.133
