datetime;date;P_ac_W;P_ac_filtered_W;Ipv1_A;Ipv2_A;IPV1;I_ac_A;unused_1;Vpv1_V;unused_2;unused_3;Vdc_V;Ipv1_dup_A;energy_kWh
22/01/2025 9:26;22/01/2025;0;0;0;0;0;0;0;69.2;0;0;230.1;0;0
22/01/2025 9:26;22/01/2025;0;0;0;0;0;0;0;69.4;0;0;231.1;0;0
22/01/2025 9:27;22/01/2025;0;0;0;0;0;0;0;69.7;0;0;231.1;0;0
22/01/2025 9:27;22/01/2025;0;0;0;0;0;0;0;69.8;0;0;231.1;0;0
22/01/2025 9:28;22/01/2025;0;0;0;0;0;0;0;70;0;0;230.9;0;0
22/01/2025 9:30;22/01/2025;0;0;0;0;0;0;0;70.7;0;0;232.2;0;0
22/01/2025 9:35;22/01/2025;0;0;0;0;0;0;0;72.3;0;0;232.6;0;0
22/01/2025 9:40;22/01/2025;39;40.39;0;0;0.66;0;0;61.2;0;0;232;0;0
22/01/2025 9:45;22/01/2025;39;40.39;0;0;0.66;0;0;61.2;0;0;231.6;0;0
22/01/2025 9:50;22/01/2025;39;40.52;0;0;0.66;0;0;61.4;0;0;232;0;0
22/01/2025 9:55;22/01/2025;39;40.39;0;0;0.66;0;0;61.2;0;0;232.8;0;0
22/01/2025 10:00;22/01/2025;39;40.52;0;0;0.66;0;0;61.4;0;0;233;0;0
22/01/2025 10:05;22/01/2025;39;40.39;0;0;0.66;0;0;61.2;0;0;231.1;0;0
22/01/2025 10:10;22/01/2025;39;40.39;0;0;0.66;0;0;61.2;0;0;231.6;0;0
22/01/2025 10:15;22/01/2025;47;49.73;0;0;0.81;0;0;61.4;0;0;231.6;0;0
22/01/2025 10:20;22/01/2025;98;104.57;0;0;1.54;0;0;67.9;0;0;230.9;0;0
22/01/2025 10:25;22/01/2025;107;114.54;0;0;1.66;0;0;69;0;0;232;0;0
22/01/2025 10:30;22/01/2025;572;603.56;0;0;8.76;0;0;68.9;0;0;235;0;0
22/01/2025 10:35;22/01/2025;541;572.6;0;0;8.18;0;0;70;0;0;234.7;0;0
22/01/2025 10:40;22/01/2025;404;427.04;0;0;6.28;0;0;68;0;0;234.1;0;0
22/01/2025 10:45;22/01/2025;349;371.37;0;0;5.39;0;0;68.9;0;0;232.8;0;0
22/01/2025 10:50;22/01/2025;254;272.28;0;0;4.01;0;0;67.9;0;0;233;0;0
22/01/2025 10:55;22/01/2025;242;259.44;0;0;3.76;0;0;69;0;0;234.1;0;0
22/01/2025 11:00;22/01/2025;304;322.23;0;0;4.67;0;0;69;0;0;234.7;0;0
22/01/2025 11:05;22/01/2025;460;486.16;0;0;7.16;0;0;67.9;0;0;233.7;0;0
22/01/2025 11:10;22/01/2025;344;363.79;0;0;5.28;0;0;68.9;0;0;232.8;0;0
22/01/2025 11:15;22/01/2025;478;507.28;0;0;7.56;0;0;67.1;0;0;233.7;0;0
22/01/2025 11:20;22/01/2025;471;498.44;0;0;7.33;0;0;68;0;0;235.4;0;0
22/01/2025 11:25;22/01/2025;555;592.85;0;0;8.77;0;0;67.6;0;0;233.3;0;0
22/01/2025 11:30;22/01/2025;583;616.82;0;0;9.36;0;0;65.9;0;0;235.4;0;0
22/01/2025 11:35;22/01/2025;611;645.45;0;0;9.93;0;0;65;0;0;235;0;0
22/01/2025 11:40;22/01/2025;600;634.56;0;0;9.6;0;0;66.1;0;0;234.3;0;0
22/01/2025 11:45;22/01/2025;577;610.89;0;0;9.27;0;0;65.9;0;0;234.5;0;0
22/01/2025 11:50;22/01/2025;422;447.44;0;0;6.58;0;0;68;0;0;235;0;0
22/01/2025 11:55;22/01/2025;473;500.57;0;0;7.46;0;0;67.1;0;0;235.4;0;0
22/01/2025 12:00;22/01/2025;271;291.21;0;0;4.34;0;0;67.1;0;0;234.3;0;0
22/01/2025 12:05;22/01/2025;418;441.35;0;0;6.5;0;0;67.9;0;0;236;0;0
22/01/2025 12:10;22/01/2025;661;697.77;0;0;10.43;0;0;66.9;0;0;236.7;0;0
22/01/2025 12:15;22/01/2025;571;603.52;0;0;9.43;0;0;64;0;0;236;0;0
22/01/2025 12:20;22/01/2025;546;573.41;0;0;8.89;0;0;64.5;0;0;236;0;0
22/01/2025 12:25;22/01/2025;373;394.62;0;0;5.97;0;0;66.1;0;0;236.2;0;0
22/01/2025 12:30;22/01/2025;677;716.95;0;0;11.03;0;0;65;0;0;237.3;0;0
22/01/2025 12:35;22/01/2025;667;706.99;0;0;10.86;0;0;65.1;0;0;236;0;0
22/01/2025 12:40;22/01/2025;660;698.88;0;0;10.92;0;0;64;0;0;236.4;0;0
22/01/2025 12:45;22/01/2025;212;227.2;0;0;3.49;0;0;65.1;0;0;236;0;0
22/01/2025 12:50;22/01/2025;652;692.07;0;0;10.47;0;0;66.1;0;0;237.5;0;0
22/01/2025 12:55;22/01/2025;606;586.53;0;0;9.31;0;0;63;0;0;236.9;0;0
22/01/2025 13:00;22/01/2025;727;770.66;0;0;12.43;0;0;62;0;0;237.9;0;0
22/01/2025 13:05;22/01/2025;589;623.72;0;0;10.06;0;0;62;0;0;236;0;0
22/01/2025 13:10;22/01/2025;205;219.86;0;0;3.43;0;0;64.1;0;0;235;0;0
22/01/2025 13:15;22/01/2025;0;0;0;0;0;0;0;78.8;0;0;235.4;0;0
22/01/2025 13:20;22/01/2025;721;762.7;0;0;11.77;0;0;64.8;0;0;237.9;0;0
22/01/2025 13:25;22/01/2025;592;626.52;0;0;9.82;0;0;63.8;0;0;234.3;0;0
22/01/2025 13:30;22/01/2025;512;539.78;0;0;8.33;0;0;64.8;0;0;234.7;0;0
22/01/2025 13:35;22/01/2025;393;414.72;0;0;6.4;0;0;64.8;0;0;233.3;0;0
22/01/2025 13:40;22/01/2025;386;408.58;0;0;6.2;0;0;65.9;0;0;233.7;0;0
22/01/2025 13:45;22/01/2025;493;523.16;0;0;7.82;0;0;66.9;0;0;234.1;0;0
22/01/2025 13:50;22/01/2025;644;679.75;0;0;10.49;0;0;64.8;0;0;234.5;0;0
22/01/2025 13:55;22/01/2025;339;360.1;0;0;5.54;0;0;65;0;0;232.2;0;0
22/01/2025 14:00;22/01/2025;238;255.03;0;0;3.87;0;0;65.9;0;0;230.9;0;0
22/01/2025 14:05;22/01/2025;496;525.64;0;0;7.73;0;0;68;0;0;232.2;0;0
22/01/2025 14:10;22/01/2025;376;398.72;0;0;5.96;0;0;66.9;0;0;229.4;0;0
22/01/2025 14:15;22/01/2025;202;216.11;0;0;3.24;0;0;66.7;0;0;229.4;0;0
22/01/2025 14:20;22/01/2025;177;189.72;0;0;2.79;0;0;68;0;0;230.3;0;0
22/01/2025 14:25;22/01/2025;180;192.76;0;0;2.89;0;0;66.7;0;0;229;0;0
22/01/2025 14:30;22/01/2025;145;154.34;0;0;2.24;0;0;68.9;0;0;229.4;0;0
22/01/2025 14:35;22/01/2025;155;165.92;0;0;2.44;0;0;68;0;0;228.8;0;0
22/01/2025 14:40;22/01/2025;211;225.45;0;0;3.23;0;0;69.8;0;0;228.4;0;0
22/01/2025 14:45;22/01/2025;189;202.71;0;0;3.03;0;0;66.9;0;0;228.8;0;0
22/01/2025 14:50;22/01/2025;144;153.87;0;0;2.23;0;0;69;0;0;229;0;0
22/01/2025 14:55;22/01/2025;113;121.04;0;0;1.78;0;0;68;0;0;228.2;0;0
22/01/2025 15:00;22/01/2025;102;108.33;0;0;1.57;0;0;69;0;0;227.3;0;0
22/01/2025 15:05;22/01/2025;101;107.96;0;0;1.59;0;0;67.9;0;0;229.2;0;0
22/01/2025 15:10;22/01/2025;117;124.94;0;0;1.84;0;0;67.9;0;0;228.6;0;0
22/01/2025 15:15;22/01/2025;127;136;0;0;2;0;0;68;0;0;229.2;0;0
22/01/2025 15:20;22/01/2025;123;131.92;0;0;1.94;0;0;68;0;0;228.2;0;0
22/01/2025 15:25;22/01/2025;114;121.54;0;0;1.79;0;0;67.9;0;0;227.7;0;0
22/01/2025 15:30;22/01/2025;91;96.56;0;0;1.42;0;0;68;0;0;228.6;0;0
22/01/2025 15:35;22/01/2025;88;93.84;0;0;1.36;0;0;69;0;0;229.6;0;0
22/01/2025 15:40;22/01/2025;90;95.88;0;0;1.41;0;0;68;0;0;230.1;0;0
22/01/2025 15:45;22/01/2025;96;101.47;0;0;1.51;0;0;67.2;0;0;230.9;0;0
22/01/2025 15:50;22/01/2025;109;116.96;0;0;1.72;0;0;68;0;0;230.1;0;0
22/01/2025 15:55;22/01/2025;89;94.53;0;0;1.37;0;0;69;0;0;231.3;0;0
22/01/2025 16:00;22/01/2025;82;87.59;0;0;1.29;0;0;67.9;0;0;232;0;0
22/01/2025 16:05;22/01/2025;61;64.6;0;0;0.95;0;0;68;0;0;230.7;0;0
22/01/2025 16:10;22/01/2025;92;97.92;0;0;1.44;0;0;68;0;0;230.3;0;0
22/01/2025 16:15;22/01/2025;83;88.98;0;0;1.33;0;0;66.9;0;0;228.4;0;0
22/01/2025 16:20;22/01/2025;55;58.39;0;0;0.86;0;0;67.9;0;0;228.2;0;0
22/01/2025 16:25;22/01/2025;42;44.82;0;0;0.67;0;0;66.9;0;0;229.2;0;0
22/01/2025 16:30;22/01/2025;40;42.77;0;0;0.65;0;0;65.8;0;0;227.7;0;0
22/01/2025 16:35;22/01/2025;46;48.69;0;0;0.74;0;0;65.8;0;0;227.5;0;0
22/01/2025 16:40;22/01/2025;46;48.96;0;0;0.72;0;0;68;0;0;227.9;0;0
22/01/2025 16:45;22/01/2025;39;40.69;0;0;0.61;0;0;66.7;0;0;226.9;0;0
22/01/2025 16:50;22/01/2025;41;43.49;0;0;0.66;0;0;65.9;0;0;227.3;0;0
22/01/2025 16:55;22/01/2025;39;40.8;0;0;0.6;0;0;68;0;0;226.9;0;0
22/01/2025 17:00;22/01/2025;39;40.69;0;0;0.61;0;0;66.7;0;0;227.9;0;0
22/01/2025 17:05;22/01/2025;39;40.8;0;0;0.62;0;0;65.8;0;0;227.3;0;0
22/01/2025 17:10;22/01/2025;39;40.74;0;0;0.6;0;0;67.9;0;0;225.6;0;0
22/01/2025 17:15;22/01/2025;39;40.81;0;0;0.61;0;0;66.9;0;0;228.4;0;0
22/01/2025 17:20;22/01/2025;39;40.8;0;0;0.62;0;0;65.8;0;0;228.2;0;0
22/01/2025 17:25;22/01/2025;39;40.81;0;0;0.61;0;0;66.9;0;0;228.6;0;0
22/01/2025 17:30;22/01/2025;39;40.81;0;0;0.61;0;0;66.9;0;0;227.3;0;0
22/01/2025 17:35;22/01/2025;39;40.86;0;0;0.62;0;0;65.9;0;0;229.2;0;0
22/01/2025 17:40;22/01/2025;39;40.69;0;0;0.61;0;0;66.7;0;0;229.6;0;0
22/01/2025 17:45;22/01/2025;39;40.56;0;0;0.6;0;0;67.6;0;0;228.6;0;0
22/01/2025 17:50;22/01/2025;39;40.69;0;0;0.61;0;0;66.7;0;0;227.3;0;0
22/01/2025 17:55;22/01/2025;39;40.69;0;0;0.61;0;0;66.7;0;0;226.9;0;0
23/01/2025 9:04;23/01/2025;0;0;0;0;0;0;0;63.5;0;0;230.1;0;0
23/01/2025 9:05;23/01/2025;0;0;0;0;0;0;0;64.1;0;0;230.1;0;0
23/01/2025 9:05;23/01/2025;0;0;0;0;0;0;0;64.6;0;0;229.2;0;0
23/01/2025 9:06;23/01/2025;0;0;0;0;0;0;0;65;0;0;229.4;0;0
23/01/2025 9:06;23/01/2025;0;0;0;0;0;0;0;65.1;0;0;230.1;0;0
23/01/2025 9:10;23/01/2025;0;0;0;0;0;0;0;67.9;0;0;230.1;0;0
23/01/2025 9:15;23/01/2025;0;0;0;0;0;0;0;72.6;0;0;229.9;0;0
23/01/2025 9:20;23/01/2025;0;0;0;0;0;0;0;73.7;0;0;230.7;0;0
23/01/2025 9:25;23/01/2025;39;39.36;0;0;0.64;0;0;61.5;0;0;230.7;0;0
23/01/2025 9:30;23/01/2025;39;40.82;0;0;0.65;0;0;62.8;0;0;229.4;0;0
23/01/2025 9:35;23/01/2025;39;40.82;0;0;0.65;0;0;62.8;0;0;229.6;0;0
23/01/2025 9:40;23/01/2025;48;50.79;0;0;0.81;0;0;62.7;0;0;230.1;0;0
23/01/2025 9:45;23/01/2025;78;82.94;0;0;1.19;0;0;69.7;0;0;229.4;0;0
23/01/2025 9:50;23/01/2025;91;96.66;0;0;1.35;0;0;71.6;0;0;230.1;0;0
23/01/2025 9:55;23/01/2025;140;149.2;0;0;2;0;0;74.6;0;0;230.7;0;0
23/01/2025 10:00;23/01/2025;111;118.49;0;0;1.7;0;0;69.7;0;0;230.9;0;0
23/01/2025 10:05;23/01/2025;136;145.93;0;0;2.01;0;0;72.6;0;0;231.6;0;0
23/01/2025 10:10;23/01/2025;106;112.67;0;0;1.64;0;0;68.7;0;0;231.6;0;0
23/01/2025 10:15;23/01/2025;98;104.25;0;0;1.5;0;0;69.5;0;0;230.1;0;0
23/01/2025 10:20;23/01/2025;107;113.98;0;0;1.64;0;0;69.5;0;0;231.8;0;0
23/01/2025 10:25;23/01/2025;105;111.39;0;0;1.58;0;0;70.5;0;0;231.8;0;0
23/01/2025 10:30;23/01/2025;112;119.57;0;0;1.67;0;0;71.6;0;0;232.2;0;0
23/01/2025 10:35;23/01/2025;170;181.86;0;0;2.54;0;0;71.6;0;0;230.9;0;0
23/01/2025 10:40;23/01/2025;220;235.59;0;0;3.38;0;0;69.7;0;0;232.4;0;0
23/01/2025 10:45;23/01/2025;476;503.36;0;0;7.04;0;0;71.5;0;0;233.7;0;0
23/01/2025 10:50;23/01/2025;157;167.63;0;0;2.44;0;0;68.7;0;0;232.6;0;0
23/01/2025 10:55;23/01/2025;197;211.5;0;0;3;0;0;70.5;0;0;232.8;0;0
23/01/2025 11:00;23/01/2025;145;154.73;0;0;2.22;0;0;69.7;0;0;228.8;0;0
23/01/2025 11:05;23/01/2025;148;158.46;0;0;2.28;0;0;69.5;0;0;229.9;0;0
23/01/2025 11:10;23/01/2025;132;140.79;0;0;2.02;0;0;69.7;0;0;231.1;0;0
23/01/2025 11:15;23/01/2025;444;469.53;0;0;6.66;0;0;70.5;0;0;232.6;0;0
23/01/2025 11:20;23/01/2025;642;681.67;0;0;9.78;0;0;69.7;0;0;232.6;0;0
23/01/2025 11:25;23/01/2025;635;671.37;0;0;9.66;0;0;69.5;0;0;230.7;0;0
23/01/2025 11:30;23/01/2025;554;587.39;0;0;8.55;0;0;68.7;0;0;230.1;0;0
23/01/2025 11:35;23/01/2025;636;673.62;0;0;9.95;0;0;67.7;0;0;231.3;0;0
23/01/2025 11:40;23/01/2025;638;674.34;0;0;10.11;0;0;66.7;0;0;231.1;0;0
23/01/2025 11:45;23/01/2025;627;663.34;0;0;9.96;0;0;66.6;0;0;232;0;0
23/01/2025 11:50;23/01/2025;636;671.94;0;0;9.94;0;0;67.6;0;0;231.8;0;0
23/01/2025 11:55;23/01/2025;647;685.8;0;0;10.13;0;0;67.7;0;0;231.8;0;0
23/01/2025 12:00;23/01/2025;643;680.34;0;0;10.2;0;0;66.7;0;0;232.4;0;0
23/01/2025 12:05;23/01/2025;640;676.66;0;0;10.16;0;0;66.6;0;0;233.5;0;0
23/01/2025 12:10;23/01/2025;635;670.66;0;0;10.07;0;0;66.6;0;0;233.3;0;0
23/01/2025 12:15;23/01/2025;649;686.65;0;0;10.31;0;0;66.6;0;0;233.3;0;0
23/01/2025 12:20;23/01/2025;658;695.3;0;0;10.44;0;0;66.6;0;0;233.5;0;0
23/01/2025 12:25;23/01/2025;664;703.69;0;0;10.55;0;0;66.7;0;0;232.2;0;0
23/01/2025 12:30;23/01/2025;673;712.88;0;0;10.53;0;0;67.7;0;0;232.2;0;0
23/01/2025 12:35;23/01/2025;676;715.59;0;0;10.57;0;0;67.7;0;0;231.6;0;0
23/01/2025 12:40;23/01/2025;678;715.83;0;0;10.45;0;0;68.5;0;0;232.6;0;0
23/01/2025 12:45;23/01/2025;678;719.63;0;0;10.97;0;0;65.6;0;0;232.6;0;0
23/01/2025 12:50;23/01/2025;679;717.28;0;0;10.77;0;0;66.6;0;0;232.8;0;0
23/01/2025 12:55;23/01/2025;681;719.28;0;0;10.8;0;0;66.6;0;0;233.7;0;0
23/01/2025 13:00;23/01/2025;685;724.61;0;0;10.88;0;0;66.6;0;0;231.6;0;0
23/01/2025 13:05;23/01/2025;630;666.54;0;0;9.86;0;0;67.6;0;0;232.6;0;0
23/01/2025 13:10;23/01/2025;657;694.55;0;0;10.62;0;0;65.4;0;0;232.6;0;0
23/01/2025 13:15;23/01/2025;586;619.64;0;0;9.29;0;0;66.7;0;0;233;0;0
23/01/2025 13:20;23/01/2025;533;563.78;0;0;8.34;0;0;67.6;0;0;232.4;0;0
23/01/2025 13:25;23/01/2025;656;695.93;0;0;10.13;0;0;68.7;0;0;231.6;0;0
23/01/2025 13:30;23/01/2025;651;687.31;0;0;10.32;0;0;66.6;0;0;235;0;0
23/01/2025 13:35;23/01/2025;642;678.65;0;0;10.19;0;0;66.6;0;0;232.6;0;0
23/01/2025 13:40;23/01/2025;643;679.38;0;0;10.05;0;0;67.6;0;0;233.3;0;0
23/01/2025 13:45;23/01/2025;589;624.51;0;0;9.52;0;0;65.6;0;0;234.3;0;0
23/01/2025 13:50;23/01/2025;539;569.41;0;0;8.68;0;0;65.6;0;0;234.5;0;0
23/01/2025 13:55;23/01/2025;402;423.33;0;0;6.18;0;0;68.5;0;0;233;0;0
23/01/2025 14:00;23/01/2025;379;400.78;0;0;5.75;0;0;69.7;0;0;233.7;0;0
23/01/2025 14:05;23/01/2025;421;443.2;0;0;6.47;0;0;68.5;0;0;235;0;0
23/01/2025 14:10;23/01/2025;462;488.75;0;0;7.23;0;0;67.6;0;0;234.7;0;0
23/01/2025 14:15;23/01/2025;370;390.63;0;0;5.77;0;0;67.7;0;0;232.8;0;0
23/01/2025 14:20;23/01/2025;415;438.23;0;0;6.58;0;0;66.6;0;0;233.5;0;0
23/01/2025 14:25;23/01/2025;558;590.08;0;0;8.86;0;0;66.6;0;0;234.1;0;0
23/01/2025 14:30;23/01/2025;532;562.77;0;0;8.45;0;0;66.6;0;0;234.5;0;0
23/01/2025 14:35;23/01/2025;533;562.77;0;0;8.45;0;0;66.6;0;0;234.3;0;0
23/01/2025 14:40;23/01/2025;565;597.79;0;0;8.83;0;0;67.7;0;0;233.9;0;0
23/01/2025 14:45;23/01/2025;532;562.44;0;0;8.6;0;0;65.4;0;0;233.3;0;0
23/01/2025 14:50;23/01/2025;531;561.44;0;0;8.43;0;0;66.6;0;0;233.5;0;0
23/01/2025 14:55;23/01/2025;491;519.92;0;0;7.59;0;0;68.5;0;0;233.7;0;0
23/01/2025 15:00;23/01/2025;349;368.74;0;0;5.01;0;0;73.6;0;0;233.7;0;0
23/01/2025 15:05;23/01/2025;344;363.34;0;0;4.93;0;0;73.7;0;0;235.4;0;0
23/01/2025 15:10;23/01/2025;319;336.86;0;0;4.64;0;0;72.6;0;0;233.7;0;0
23/01/2025 15:15;23/01/2025;318;335.41;0;0;4.62;0;0;72.6;0;0;231.3;0;0
23/01/2025 15:20;23/01/2025;310;332.05;0;0;4.53;0;0;73.3;0;0;231.1;0;0
23/01/2025 15:25;23/01/2025;312;329.73;0;0;4.48;0;0;73.6;0;0;230.5;0;0
23/01/2025 15:30;23/01/2025;306;323.54;0;0;4.39;0;0;73.7;0;0;230.5;0;0
23/01/2025 15:35;23/01/2025;267;286.46;0;0;3.84;0;0;74.6;0;0;231.3;0;0
23/01/2025 15:40;23/01/2025;130;139.12;0;0;1.77;0;0;78.6;0;0;230.3;0;0
23/01/2025 15:45;23/01/2025;114;121.64;0;0;1.53;0;0;79.5;0;0;230.7;0;0
23/01/2025 15:50;23/01/2025;122;130.98;0;0;1.69;0;0;77.5;0;0;231.3;0;0
23/01/2025 15:55;23/01/2025;108;115.54;0;0;1.47;0;0;78.6;0;0;231.8;0;0
23/01/2025 16:00;23/01/2025;105;111.6;0;0;1.44;0;0;77.5;0;0;232.4;0;0
23/01/2025 16:05;23/01/2025;107;114.62;0;0;1.44;0;0;79.6;0;0;231.3;0;0
23/01/2025 16:10;23/01/2025;65;68.38;0;0;0.87;0;0;78.6;0;0;231.3;0;0
23/01/2025 16:15;23/01/2025;102;108.68;0;0;1.43;0;0;76;0;0;232.8;0;0
23/01/2025 16:20;23/01/2025;84;89.67;0;0;1.16;0;0;77.3;0;0;232.4;0;0
23/01/2025 16:25;23/01/2025;88;93.73;0;0;1.23;0;0;76.2;0;0;233.7;0;0
23/01/2025 16:30;23/01/2025;100;107;0;0;1.37;0;0;78.1;0;0;233;0;0
23/01/2025 16:35;23/01/2025;123;131.83;0;0;1.73;0;0;76.2;0;0;232.2;0;0
23/01/2025 16:40;23/01/2025;79;83.33;0;0;1.14;0;0;73.1;0;0;233.9;0;0
23/01/2025 16:45;23/01/2025;77;81.83;0;0;1.06;0;0;77.2;0;0;232.4;0;0
23/01/2025 16:50;23/01/2025;71;75.66;0;0;0.98;0;0;77.2;0;0;231.3;0;0
23/01/2025 16:55;23/01/2025;70;73.72;0;0;0.97;0;0;76;0;0;232.2;0;0
23/01/2025 17:00;23/01/2025;65;68.58;0;0;0.9;0;0;76.2;0;0;232.6;0;0
23/01/2025 17:05;23/01/2025;62;65.34;0;0;0.87;0;0;75.1;0;0;233.3;0;0
23/01/2025 17:10;23/01/2025;53;55.57;0;0;0.74;0;0;75.1;0;0;233.7;0;0
23/01/2025 17:15;23/01/2025;46;48.88;0;0;0.65;0;0;75.2;0;0;233.9;0;0
23/01/2025 17:20;23/01/2025;40;43.04;0;0;0.58;0;0;74.2;0;0;233.3;0;0
23/01/2025 17:25;23/01/2025;42;44.92;0;0;0.63;0;0;71.3;0;0;233.5;0;0
23/01/2025 17:30;23/01/2025;39;40.77;0;0;0.58;0;0;70.3;0;0;233;0;0
23/01/2025 17:35;23/01/2025;39;40.77;0;0;0.58;0;0;70.3;0;0;231.3;0;0
23/01/2025 17:40;23/01/2025;39;40.25;0;0;0.58;0;0;69.4;0;0;231.8;0;0
23/01/2025 17:45;23/01/2025;39;40.77;0;0;0.58;0;0;70.3;0;0;231.8;0;0
23/01/2025 17:50;23/01/2025;39;40.72;0;0;0.58;0;0;70.2;0;0;232;0;0
23/01/2025 17:55;23/01/2025;39;40.77;0;0;0.58;0;0;70.3;0;0;231.8;0;0
23/01/2025 18:00;23/01/2025;39;40.53;0;0;0.57;0;0;71.1;0;0;231.6;0;0
23/01/2025 18:05;23/01/2025;0;0;0;0;0;0;0;69.8;0;0;232;0;0
24/01/2025 9:03;24/01/2025;0;0;0;0;0;0;0;62.8;0;0;230.9;0;0
24/01/2025 9:04;24/01/2025;0;0;0;0;0;0;0;64.6;0;0;230.9;0;0
24/01/2025 9:04;24/01/2025;0;0;0;0;0;0;0;65.6;0;0;230.5;0;0
24/01/2025 9:05;24/01/2025;0;0;0;0;0;0;0;66.3;0;0;230.9;0;0
24/01/2025 9:05;24/01/2025;0;0;0;0;0;0;0;66.6;0;0;231.1;0;0
24/01/2025 9:10;24/01/2025;0;0;0;0;0;0;0;68.4;0;0;230.9;0;0
24/01/2025 9:15;24/01/2025;0;0;0;0;0;0;0;70.3;0;0;231.3;0;0
24/01/2025 9:20;24/01/2025;0;0;0;0;0;0;0;71;0;0;230.7;0;0
24/01/2025 9:25;24/01/2025;0;0;0;0;0;0;0;72;0;0;229.4;0;0
24/01/2025 9:30;24/01/2025;0;0;0;0;0;0;0;72.3;0;0;230.9;0;0
24/01/2025 9:35;24/01/2025;0;0;0;0;0;0;0;72.1;0;0;230.1;0;0
24/01/2025 9:40;24/01/2025;39;40.67;0;0;0.67;0;0;60.7;0;0;230.9;0;0
24/01/2025 9:45;24/01/2025;39;40.67;0;0;0.67;0;0;60.7;0;0;231.6;0;0
24/01/2025 9:50;24/01/2025;39;40.6;0;0;0.67;0;0;60.6;0;0;232.4;0;0
24/01/2025 9:55;24/01/2025;39;40.6;0;0;0.67;0;0;60.6;0;0;232.4;0;0
24/01/2025 10:00;24/01/2025;39;40.67;0;0;0.67;0;0;60.7;0;0;233;0;0
24/01/2025 10:05;24/01/2025;39;40.6;0;0;0.67;0;0;60.6;0;0;232.4;0;0
24/01/2025 10:10;24/01/2025;39;40.67;0;0;0.67;0;0;60.7;0;0;232.4;0;0
24/01/2025 10:15;24/01/2025;39;40.67;0;0;0.67;0;0;60.7;0;0;232.8;0;0
24/01/2025 10:20;24/01/2025;39;40.6;0;0;0.67;0;0;60.6;0;0;231.1;0;0
24/01/2025 10:25;24/01/2025;39;40.67;0;0;0.67;0;0;60.7;0;0;230.7;0;0
24/01/2025 10:30;24/01/2025;40;42.49;0;0;0.7;0;0;60.7;0;0;230.5;0;0
24/01/2025 10:35;24/01/2025;46;48.56;0;0;0.8;0;0;60.7;0;0;231.3;0;0
24/01/2025 10:40;24/01/2025;56;59.81;0;0;0.89;0;0;67.2;0;0;230.5;0;0
24/01/2025 10:45;24/01/2025;66;69.87;0;0;1.02;0;0;68.5;0;0;231.6;0;0
24/01/2025 10:50;24/01/2025;82;87.52;0;0;1.32;0;0;66.3;0;0;230.9;0;0
24/01/2025 10:55;24/01/2025;90;95.62;0;0;1.44;0;0;66.4;0;0;231.3;0;0
24/01/2025 11:00;24/01/2025;106;112.22;0;0;1.67;0;0;67.2;0;0;231.6;0;0
24/01/2025 11:05;24/01/2025;108;115.58;0;0;1.72;0;0;67.2;0;0;230.5;0;0
24/01/2025 11:10;24/01/2025;110;117.53;0;0;1.77;0;0;66.4;0;0;230.7;0;0
24/01/2025 11:15;24/01/2025;103;110.84;0;0;1.63;0;0;68;0;0;230.5;0;0
24/01/2025 11:20;24/01/2025;102;108.19;0;0;1.61;0;0;67.2;0;0;230.5;0;0
24/01/2025 11:25;24/01/2025;108;115.6;0;0;1.69;0;0;68.4;0;0;230.9;0;0
24/01/2025 11:30;24/01/2025;108;115.6;0;0;1.69;0;0;68.4;0;0;229.9;0;0
24/01/2025 11:35;24/01/2025;108;115.6;0;0;1.69;0;0;68.4;0;0;228.8;0;0
24/01/2025 11:40;24/01/2025;104;110.97;0;0;1.62;0;0;68.5;0;0;230.3;0;0
24/01/2025 11:45;24/01/2025;94;100.8;0;0;1.5;0;0;67.2;0;0;228.6;0;0
24/01/2025 11:50;24/01/2025;84;89.64;0;0;1.33;0;0;67.4;0;0;230.3;0;0
24/01/2025 11:55;24/01/2025;70;74.81;0;0;1.11;0;0;67.4;0;0;229.2;0;0
24/01/2025 12:00;24/01/2025;59;62.42;0;0;0.94;0;0;66.4;0;0;230.3;0;0
24/01/2025 12:05;24/01/2025;53;55.94;0;0;0.83;0;0;67.4;0;0;231.1;0;0
24/01/2025 12:10;24/01/2025;53;55.78;0;0;0.84;0;0;66.4;0;0;230.1;0;0
24/01/2025 12:15;24/01/2025;55;58.46;0;0;0.87;0;0;67.2;0;0;229.6;0;0
24/01/2025 12:20;24/01/2025;53;55.78;0;0;0.84;0;0;66.4;0;0;228.6;0;0
24/01/2025 12:25;24/01/2025;49;51.79;0;0;0.78;0;0;66.4;0;0;227.1;0;0
24/01/2025 12:30;24/01/2025;49;51.79;0;0;0.78;0;0;66.4;0;0;228.2;0;0
24/01/2025 12:35;24/01/2025;52;54.85;0;0;0.84;0;0;65.3;0;0;230.1;0;0
24/01/2025 12:40;24/01/2025;55;58.43;0;0;0.88;0;0;66.4;0;0;230.1;0;0
24/01/2025 12:45;24/01/2025;54;57.77;0;0;0.87;0;0;66.4;0;0;229.6;0;0
24/01/2025 12:50;24/01/2025;56;59.51;0;0;0.91;0;0;65.4;0;0;229;0;0
24/01/2025 12:55;24/01/2025;59;62.78;0;0;0.96;0;0;65.4;0;0;230.7;0;0
24/01/2025 13:00;24/01/2025;61;65.07;0;0;0.98;0;0;66.4;0;0;230.1;0;0
