id;date;pV1Curr;pV4Curr;pac;pV1Power;pV4Power;deviceTemp;rGridVolt;totalPVEnergy
1;02/04/2025 10:05;449;473.88;0.39;229.2;7.01;0;0;67.6
2;02/04/2025 10:10;458;484.69;0.43;234.5;7.17;0;0;67.6
3;02/04/2025 10:15;488;517.19;0.47;237.1;7.86;0;0;65.8
4;02/04/2025 10:20;491;520.99;0.51;237.5;8.04;0;0;64.8
5;02/04/2025 10:25;503;531.36;0.55;234.1;8.1;0;0;65.6
6;02/04/2025 10:30;525;557.33;0.59;235.4;8.47;0;0;65.8
7;02/04/2025 10:35;353;373.74;0.63;232.8;5.68;0;0;65.8
8;02/04/2025 10:40;153;163.84;0.65;231.8;2.46;0;0;66.6
9;02/04/2025 10:45;179;191.43;0.66;230.9;2.87;0;0;66.7
10;02/04/2025 10:50;132;140.43;0.68;229.6;2.05;0;0;68.5
11;02/04/2025 10:55;658;696.65;0.71;230.7;10.17;0;0;68.5
12;02/04/2025 11:00;618;653.35;0.76;229;9.81;0;0;66.6
13;02/04/2025 11:05;633;670.91;0.82;227.5;9.91;0;0;67.7
14;02/04/2025 11:10;641;678.96;0.87;228.8;10.35;0;0;65.6
15;02/04/2025 11:15;638;676.51;0.92;228.6;10.44;0;0;64.8
16;02/04/2025 11:20;664;702.63;0.98;230.3;10.55;0;0;66.6
17;02/04/2025 11:25;679;713.22;1.03;229.2;10.79;0;0;66.1
18;02/04/2025 11:30;179;190.9;1.09;228.6;2.91;0;0;65.6
19;02/04/2025 11:35;745;787.54;1.12;229.4;11.65;0;0;67.6
20;02/04/2025 11:40;637;671.74;1.18;228.4;10.24;0;0;65.6
21;02/04/2025 11:45;744;785.23;1.24;230.5;11.97;0;0;65.6
22;02/04/2025 11:50;320;337.66;1.28;227.9;5.07;0;0;66.6
23;02/04/2025 11:55;757;802.01;1.34;231.8;12.67;0;0;63.3
24;02/04/2025 12:00;777;822.63;1.38;232.8;11.57;0;0;71.1
25;02/04/2025 12:05;718;759.62;1.44;233;11.44;0;0;66.4
26;02/04/2025 12:10;771;815.33;1.51;231.6;11.92;0;0;68.4
27;02/04/2025 12:15;771;815.95;1.55;231.8;11.27;0;0;72.4
28;02/04/2025 12:20;769;812.65;1.61;231.6;11.24;0;0;72.3
29;02/04/2025 12:25;771;815.88;1.68;231.6;11.54;0;0;70.7
30;02/04/2025 12:30;777;822.67;1.74;232.8;11.94;0;0;68.9
31;02/04/2025 12:35;775;819.45;1.81;232.6;11.74;0;0;69.8
32;02/04/2025 12:40;765;807.62;1.87;232;11.79;0;0;68.5
33;02/04/2025 12:45;773;819.94;1.93;231.3;11.68;0;0;70.2
34;02/04/2025 12:50;774;818.4;2;229.6;12;0;0;68.2
35;02/04/2025 12:55;766;810.6;2.06;229;11.58;0;0;70
36;02/04/2025 13:00;769;813.51;2.13;231.1;11.79;0;0;69
37;02/04/2025 13:05;771;815.84;2.19;231.1;11.91;0;0;68.5
38;02/04/2025 13:10;766;810.57;2.25;230.7;12.08;0;0;67.1
39;02/04/2025 13:15;771;815.83;2.32;231.8;12.59;0;0;64.8
40;02/04/2025 13:20;776;821.62;2.38;229.9;12.43;0;0;66.1
41;02/04/2025 13:25;766;810.82;2.45;229.6;12.03;0;0;67.4
42;02/04/2025 13:30;773;817.38;2.51;229.6;11.95;0;0;68.4
43;02/04/2025 13:35;775;819.85;2.57;232.6;12.11;0;0;67.7
44;02/04/2025 13:40;777;822.69;2.64;233;12.01;0;0;68.5
45;02/04/2025 13:45;780;831.78;2.7;235.6;12.02;0;0;69.2
46;02/04/2025 13:50;780;831.74;2.77;235.4;12.16;0;0;68.4
47;02/04/2025 13:55;780;831.59;2.83;235.2;12.14;0;0;68.5
48;02/04/2025 14:00;780;828.18;2.9;233.9;12.02;0;0;68.9
49;02/04/2025 14:05;772;816.63;2.96;231.3;11.75;0;0;69.5
50;02/04/2025 14:10;775;819.85;3.03;232.6;12.11;0;0;67.7
51;02/04/2025 14:15;769;813.44;3.09;230.5;12.4;0;0;65.6
52;02/04/2025 14:20;770;814.83;3.16;231.8;12.29;0;0;66.3
53;02/04/2025 14:25;759;812.75;3.22;229.6;12.86;0;0;63.2
54;02/04/2025 14:30;769;813.44;3.28;230.9;12.71;0;0;64
55;02/04/2025 14:35;770;814.45;3.35;231.1;12.53;0;0;65
56;02/04/2025 14:40;768;812.79;3.41;231.3;12.68;0;0;64.1
57;02/04/2025 14:45;744;787.91;3.48;232.6;12.77;0;0;61.7
58;02/04/2025 14:50;768;812.45;3.54;229.6;12.48;0;0;65.1
59;02/04/2025 14:55;738;779.16;3.6;231.6;12.08;0;0;64.5
60;02/04/2025 15:00;503;530.11;3.65;231.3;8.27;0;0;64.1
61;02/04/2025 15:05;780;829.02;3.71;234.7;12.3;0;0;67.4
62;02/04/2025 15:10;463;488.63;3.76;236.4;7.37;0;0;66.3
63;02/04/2025 15:15;432;455.79;3.81;231.3;6.98;0;0;65.3
64;02/04/2025 15:20;668;706.55;3.86;232.2;10.82;0;0;65.3
65;02/04/2025 15:25;603;639.58;3.92;230.9;9.87;0;0;64.8
66;02/04/2025 15:30;566;598.75;3.97;230.5;9.24;0;0;64.8
67;02/04/2025 15:35;670;701.18;4.02;232.2;10.64;0;0;65.9
68;02/04/2025 15:40;480;507.76;4.07;231.1;7.86;0;0;64.6
69;02/04/2025 15:45;463;488.84;4.12;232.2;7.34;0;0;66.6
70;02/04/2025 15:50;633;670.91;4.16;229.9;9.91;0;0;67.7
71;02/04/2025 15:55;475;501.59;4.2;229.4;7.42;0;0;67.6
72;02/04/2025 16:00;653;690.54;4.24;232;10.2;0;0;67.7
73;02/04/2025 16:05;537;567.87;4.29;232.4;8.29;0;0;68.5
74;02/04/2025 16:10;401;423.33;4.33;233;6.18;0;0;68.5
75;02/04/2025 16:15;263;281.63;4.35;233.3;4.16;0;0;67.7
76;02/04/2025 16:20;321;339.76;4.38;233.3;4.96;0;0;68.5
77;02/04/2025 16:25;381;402.9;4.41;232.8;5.96;0;0;67.6
78;02/04/2025 16:30;456;482.96;4.44;233.7;7.03;0;0;68.7
79;02/04/2025 16:35;263;281.54;4.47;233.3;4.11;0;0;68.5
80;02/04/2025 16:40;235;250.71;4.49;230.5;3.66;0;0;68.5
81;02/04/2025 16:45;205;219.89;4.51;231.3;3.21;0;0;68.5
82;02/04/2025 16:50;219;234.57;4.52;232;3.47;0;0;67.6
83;02/04/2025 16:55;205;219.56;4.54;232.2;3.15;0;0;69.7
84;02/04/2025 17:00;195;208.24;4.56;232.2;3.04;0;0;68.5
85;02/04/2025 17:05;189;202.08;4.57;232;2.95;0;0;68.5
86;02/04/2025 17:10;184;196.04;4.59;231.6;2.9;0;0;67.6
87;02/04/2025 17:15;192;203.55;4.61;231.3;2.95;0;0;69
88;02/04/2025 17:20;183;195.16;4.62;229.9;2.8;0;0;69.7
89;02/04/2025 17:25;175;187.76;4.64;229.4;2.69;0;0;69.8
90;02/04/2025 17:30;174;186.85;4.65;231.1;2.76;0;0;67.7
91;02/04/2025 17:35;170;181.37;4.66;230.9;2.64;0;0;68.7
92;02/04/2025 17:40;159;169.69;4.68;232.2;2.47;0;0;68.7
93;02/04/2025 17:45;162;173.99;4.69;231.1;2.57;0;0;67.7
94;02/04/2025 17:50;208;222.66;4.71;230.3;3.19;0;0;69.8
95;02/04/2025 17:55;263;281.39;4.73;232;3.98;0;0;70.7
96;02/04/2025 18:00;239;256.25;4.75;232.8;3.73;0;0;68.7
97;02/04/2025 18:05;176;188.48;4.77;231.6;2.83;0;0;66.6
98;02/04/2025 18:10;175;188.24;4.78;230.3;2.74;0;0;68.7
99;02/04/2025 18:15;163;174.41;4.79;226.7;2.58;0;0;67.6
100;02/04/2025 18:20;196;209.98;4.81;227.5;2.97;0;0;70.7
101;02/04/2025 18:25;225;241.25;4.83;227.5;3.36;0;0;71.8
102;02/04/2025 18:30;157;168.17;4.84;227.7;2.31;0;0;72.8
103;02/04/2025 18:35;122;131.04;4.86;228.2;1.8;0;0;72.8
104;02/04/2025 18:40;115;122.44;4.87;226.9;1.71;0;0;71.6
105;02/04/2025 18:45;105;110.98;4.87;230.9;1.55;0;0;71.6
106;02/04/2025 18:50;78;82.58;4.88;230.1;1.24;0;0;66.6
107;02/04/2025 18:55;70;74.59;4.89;230.1;1.12;0;0;66.6
108;02/04/2025 19:00;81;86.58;4.9;230.1;1.3;0;0;66.6
109;02/04/2025 19:05;88;94.1;4.9;230.3;1.39;0;0;67.7
110;02/04/2025 19:10;86;91.38;4.91;230.1;1.37;0;0;66.7
111;02/04/2025 19:15;87;92.75;4.92;229;1.37;0;0;67.7
112;02/04/2025 19:20;94;100.72;4.92;226.5;1.49;0;0;67.6
113;02/04/2025 19:25;71;75.92;4.93;228.4;1.14;0;0;66.6
114;02/04/2025 19:30;51;53.4;4.94;230.7;0.79;0;0;67.6
115;02/04/2025 19:35;40;42.65;4.94;228.2;0.63;0;0;67.7
116;02/04/2025 19:40;39;40.63;4.94;227.7;0.61;0;0;66.6
117;02/04/2025 19:45;39;40.8;4.95;229;0.62;0;0;65.8
118;02/04/2025 19:50;39;40.63;4.95;229;0.61;0;0;66.6
119;02/04/2025 19:55;39;40.62;4.95;228.6;0.6;0;0;67.7
120;02/04/2025 20:00;39;40.69;4.96;229.2;0.61;0;0;66.7
121;02/04/2025 20:05;39;40.67;4.96;230.3;0.62;0;0;65.6
122;02/04/2025 20:10;0;0;4.96;230.7;0;0;0;64.3
124;03/04/2025 10:25;103;109.9;0.1;230.3;1.57;0;0;70
125;03/04/2025 10:30;94;100.05;0.11;228.4;1.45;0;0;69
126;03/04/2025 10:35;101;107.76;0.12;230.7;1.58;0;0;68.2
127;03/04/2025 10:40;119;126.64;0.13;229.9;1.83;0;0;69.2
128;03/04/2025 10:45;121;130.1;0.14;232.4;1.88;0;0;69.2
129;03/04/2025 10:50;126;134.64;0.15;235.4;1.98;0;0;68
130;03/04/2025 10:55;129;136.8;0.16;232.4;2;0;0;68.4
131;03/04/2025 11:00;123;131.63;0.17;232.8;1.93;0;0;68.2
132;03/04/2025 11:05;134;143.81;0.18;233;2.14;0;0;67.2
133;03/04/2025 11:10;120;128.52;0.19;233.9;1.89;0;0;68
134;03/04/2025 11:15;151;162.32;0.2;233.9;2.38;0;0;68.2
135;03/04/2025 11:20;156;165.92;0.21;234.7;2.44;0;0;68
136;03/04/2025 11:25;172;183.54;0.23;233.3;2.66;0;0;69
137;03/04/2025 11:30;197;210.7;0.24;232.6;3.01;0;0;70
138;03/04/2025 11:35;206;220.5;0.26;233.3;3.15;0;0;70
139;03/04/2025 11:40;240;257.04;0.28;231.8;3.78;0;0;68
140;03/04/2025 11:45;437;460.23;0.31;232;6.67;0;0;69
141;03/04/2025 11:50;358;379.87;0.34;232.6;5.57;0;0;68.2
142;03/04/2025 11:55;482;511.5;0.37;234.1;7.5;0;0;68.2
143;03/04/2025 12:00;604;638.4;0.42;235.2;9.5;0;0;67.2
144;03/04/2025 12:05;436;459;0.47;232.4;6.75;0;0;68
145;03/04/2025 12:10;441;466.35;0.5;233.5;6.95;0;0;67.1
146;03/04/2025 12:15;371;391.86;0.54;233.7;5.84;0;0;67.1
147;03/04/2025 12:20;512;541.5;0.58;233.5;8.07;0;0;67.1
148;03/04/2025 12:25;780;826.8;0.64;234.1;12.07;0;0;68.5
149;03/04/2025 12:30;774;816.48;0.7;233.7;12.15;0;0;67.2
150;03/04/2025 12:35;778;823.37;0.77;234.1;12.02;0;0;68.5
151;03/04/2025 12:40;775;817.36;0.83;232.2;12.02;0;0;68
152;03/04/2025 12:45;780;825.42;0.9;233.5;11.98;0;0;68.9
153;03/04/2025 12:50;776;821.79;0.96;233.5;11.91;0;0;69
154;03/04/2025 12:55;780;825.66;1.03;234.1;11.88;0;0;69.5
155;03/04/2025 13:00;780;829.33;1.09;234.5;11.95;0;0;69.4
156;03/04/2025 13:05;780;826.36;1.16;233.7;11.89;0;0;69.5
157;03/04/2025 13:10;780;835.94;1.22;236.4;12.08;0;0;69.2
158;03/04/2025 13:15;780;832.92;1.29;235.4;11.95;0;0;69.7
159;03/04/2025 13:20;780;834.88;1.35;236.4;12.03;0;0;69.4
160;03/04/2025 13:25;780;830.82;1.42;235;11.92;0;0;69.7
161;03/04/2025 13:30;780;834.4;1.48;236.2;11.92;0;0;70
162;03/04/2025 13:35;780;842.4;1.55;237.3;12;0;0;70.2
163;03/04/2025 13:40;736;778.9;1.61;236.2;12.02;0;0;64.8
164;03/04/2025 13:45;192;205.3;1.62;235.4;3.12;0;0;65.8
165;03/04/2025 13:50;187;200.98;1.63;235.8;2.96;0;0;67.9
166;03/04/2025 13:55;190;204.38;1.65;235.2;3.01;0;0;67.9
167;03/04/2025 14:00;216;230.83;1.67;235.8;3.36;0;0;68.7
168;03/04/2025 14:05;264;282.49;1.69;233.9;4.1;0;0;68.9
169;03/04/2025 14:10;225;239.98;1.72;234.1;3.55;0;0;67.6
170;03/04/2025 14:15;216;232.21;1.74;233.7;3.43;0;0;67.7
171;03/04/2025 14:20;201;215.78;1.76;232.8;3.15;0;0;68.5
172;03/04/2025 14:25;192;205.5;1.77;232.8;3.04;0;0;67.6
173;03/04/2025 14:30;200;214.76;1.79;232.6;3.09;0;0;69.5
174;03/04/2025 14:35;780;830.33;1.83;235.2;11.39;0;0;72.9
175;03/04/2025 14:40;299;320.83;1.89;235;4.81;0;0;66.7
176;03/04/2025 14:45;780;837.98;1.89;236.4;11.72;0;0;71.5
177;03/04/2025 14:50;142;151.03;1.93;233.9;2.32;0;0;65.1
178;03/04/2025 14:55;211;225.79;1.94;235;3.36;0;0;67.2
179;03/04/2025 15:00;780;825.86;1.98;234.7;11.9;0;0;69.4
180;03/04/2025 15:05;144;153.97;2.02;230.5;2.34;0;0;65.8
181;03/04/2025 15:10;144;153.18;2.03;230.3;2.3;0;0;66.6
182;03/04/2025 15:15;143;152.76;2.05;229;2.23;0;0;68.5
183;03/04/2025 15:20;242;259.69;2.07;229.2;3.78;0;0;68.7
184;03/04/2025 15:25;774;818.64;2.11;232.4;11.37;0;0;72
185;03/04/2025 15:30;629;665.85;2.16;232;9.65;0;0;69
186;03/04/2025 15:35;677;716.5;2.21;234.3;10.71;0;0;66.9
187;03/04/2025 15:40;534;564.95;2.26;233.7;8.47;0;0;66.7
188;03/04/2025 15:45;316;332.83;2.29;232.4;4.99;0;0;66.7
189;03/04/2025 15:50;332;350.36;2.32;229.9;5.16;0;0;67.9
190;03/04/2025 15:55;369;389.36;2.35;231.1;5.82;0;0;66.9
191;03/04/2025 16:00;533;565.31;2.39;232.2;8.45;0;0;66.9
192;03/04/2025 16:05;537;569.32;2.43;233.9;8.51;0;0;66.9
193;03/04/2025 16:10;580;613.64;2.48;232.6;9.2;0;0;66.7
194;03/04/2025 16:15;630;665.9;2.53;233.3;10.12;0;0;65.8
195;03/04/2025 16:20;526;556.01;2.57;232.2;8.45;0;0;65.8
196;03/04/2025 16:25;281;301.82;2.6;229.4;4.58;0;0;65.9
197;03/04/2025 16:30;245;262.94;2.62;228.2;3.99;0;0;65.9
198;03/04/2025 16:35;216;232.22;2.64;228.8;3.42;0;0;67.9
199;03/04/2025 16:40;183;195.55;2.66;229.6;2.88;0;0;67.9
200;03/04/2025 16:45;118;125.77;2.67;230.3;1.88;0;0;66.9
201;03/04/2025 16:50;78;82.96;2.68;232;1.24;0;0;66.9
202;03/04/2025 16:55;98;104.36;2.69;231.6;1.56;0;0;66.9
203;03/04/2025 17:00;110;117.39;2.7;232.2;1.76;0;0;66.7
204;03/04/2025 17:05;129;137.81;2.71;232.2;2.06;0;0;66.9
205;03/04/2025 17:10;141;151.42;2.72;232.2;2.23;0;0;67.9
206;03/04/2025 17:15;244;262.51;2.73;231.8;3.81;0;0;68.9
207;03/04/2025 17:20;220;234.78;2.76;231.1;3.52;0;0;66.7
208;03/04/2025 17:25;208;223.39;2.78;230.9;3.29;0;0;67.9
209;03/04/2025 17:30;179;190.91;2.8;231.6;2.82;0;0;67.7
210;03/04/2025 17:35;337;355.8;2.81;233.9;5.24;0;0;67.9
211;03/04/2025 17:40;342;361.91;2.84;234.5;5.33;0;0;67.9
212;03/04/2025 17:45;451;476.66;2.88;235.8;7.02;0;0;67.9
213;03/04/2025 17:50;213;228.08;2.9;236.9;3.32;0;0;68.7
214;03/04/2025 17:55;178;190.74;2.92;232.4;2.62;0;0;72.8
215;03/04/2025 18:00;230;246.04;2.94;233.3;3.48;0;0;70.7
216;03/04/2025 18:05;255;273.43;2.96;232.8;3.7;0;0;73.9
217;03/04/2025 18:10;179;192.3;2.98;232.6;2.72;0;0;70.7
218;03/04/2025 18:15;151;161.45;3;230.5;2.35;0;0;68.7
219;03/04/2025 18:20;163;173.81;3.01;229.9;2.53;0;0;68.7
220;03/04/2025 18:25;155;165.44;3.02;229;2.34;0;0;70.7
221;03/04/2025 18:30;161;172.93;3.04;230.9;2.34;0;0;73.9
222;03/04/2025 18:35;133;143.37;3.05;231.1;1.94;0;0;73.9
223;03/04/2025 18:40;151;161.55;3.06;229.4;2.25;0;0;71.8
224;03/04/2025 18:45;126;134.87;3.07;228.4;1.85;0;0;72.9
225;03/04/2025 18:50;109;116.64;3.08;229.9;1.6;0;0;72.9
226;03/04/2025 18:55;102;108.89;3.09;226.7;1.56;0;0;69.8
227;03/04/2025 19:00;93;99.8;3.1;227.5;1.39;0;0;71.8
228;03/04/2025 19:05;71;75.57;3.1;226.9;1.1;0;0;68.7
229;03/04/2025 19:10;65;67.87;3.11;227.9;1.01;0;0;67.2
230;03/04/2025 19:15;50;52.72;3.11;229;0.8;0;0;65.9
231;03/04/2025 19:20;47;49.43;3.12;227.7;0.75;0;0;65.9
232;03/04/2025 19:25;44;46.69;3.12;229.4;0.7;0;0;66.7
233;03/04/2025 19:30;41;43.28;3.13;228.8;0.67;0;0;64.6
234;03/04/2025 19:35;39;40.86;3.13;228.8;0.62;0;0;65.9
235;03/04/2025 19:40;39;40.82;3.13;229.2;0.63;0;0;64.8
236;03/04/2025 19:45;39;40.8;3.14;228.4;0.62;0;0;65.8
237;03/04/2025 19:50;39;40.69;3.14;230.9;0.61;0;0;66.7
238;03/04/2025 19:55;39;40.8;3.14;230.9;0.62;0;0;65.8
239;03/04/2025 20:00;39;40.8;3.15;230.3;0.62;0;0;65.8
240;03/04/2025 20:05;39;40.69;3.15;229;0.61;0;0;66.7
241;03/04/2025 20:10;39;40.86;3.15;227.3;0.62;0;0;65.9
242;03/04/2025 20:15;39;40.8;3.16;227.7;0.62;0;0;65.8
243;03/04/2025 20:20;39;40.8;3.16;227.5;0.62;0;0;65.8
244;03/04/2025 20:25;39;40.8;3.16;229.2;0.62;0;0;65.8
245;03/04/2025 20:30;39;40.82;3.16;229.4;0.63;0;0;64.8
246;03/04/2025 20:35;39;40.8;3.17;227.7;0.62;0;0;65.8
247;04/04/2025 20:35;39;40.8;3.17;227.7;0.62;0;0;65.8
248;05/04/2025 8:40;0;0;0;228.4;0;0;0;67.4
249;04/04/2025 8:40;0;0;0;228.4;0;0;0;67.4
250;04/04/2025 8:45;0;0;0;229.2;0;0;0;69.4
251;04/04/2025 8:50;0;0;0;230.1;0;0;0;70
252;04/04/2025 8:55;0;0;0;230.9;0;0;0;71
253;04/04/2025 9:00;0;0;0;230.7;0;0;0;72.4
254;04/04/2025 9:05;39;40.87;0;229.4;0.67;0;0;61
255;04/04/2025 9:10;39;40.87;0;231.6;0.67;0;0;61
256;04/04/2025 9:15;39;40.8;0;232.2;0.67;0;0;60.9
257;04/04/2025 9:20;39;40.8;0.01;229.2;0.67;0;0;60.9
258;04/04/2025 9:25;57;60.61;0.01;230.7;0.91;0;0;66.6
259;04/04/2025 9:30;76;80.56;0.01;231.6;1.19;0;0;67.7
260;04/04/2025 9:35;85;90.58;0.02;231.6;1.34;0;0;67.6
261;04/04/2025 9:40;87;92.75;0.03;234.5;1.37;0;0;67.7
262;04/04/2025 9:45;91;96.81;0.04;233.5;1.43;0;0;67.7
263;04/04/2025 9:50;95;101.47;0.04;230.5;1.51;0;0;67.2
264;04/04/2025 9:55;92;97.57;0.05;229.4;1.41;0;0;69.2
265;04/04/2025 10:00;89;94.52;0.06;230.1;1.43;0;0;66.1
266;04/04/2025 10:05;95;101.47;0.07;231.3;1.51;0;0;67.2
267;04/04/2025 10:10;108;115.58;0.08;231.8;1.72;0;0;67.2
268;04/04/2025 10:15;115;122.76;0.08;231.3;1.8;0;0;68.2
269;04/04/2025 10:20;117;124.44;0.09;229.2;1.83;0;0;68
270;04/04/2025 10:25;114;121.79;0.1;228.4;1.76;0;0;69.2
271;04/04/2025 10:30;122;130.56;0.11;230.9;1.92;0;0;68
272;04/04/2025 10:35;132;140.76;0.12;233;2.07;0;0;68
273;04/04/2025 10:40;135;144.58;0.14;230.9;2.12;0;0;68.2
274;04/04/2025 10:45;154;164.7;0.15;230.5;2.38;0;0;69.2
275;04/04/2025 10:50;163;174.46;0.16;230.9;2.6;0;0;67.1
276;04/04/2025 10:55;168;179.92;0.17;230.7;2.6;0;0;69.2
277;04/04/2025 11:00;165;177.32;0.19;233;2.6;0;0;68.2
278;04/04/2025 11:05;161;172.7;0.2;231.3;2.57;0;0;67.2
279;04/04/2025 11:10;140;148.92;0.22;230.5;2.19;0;0;68
280;04/04/2025 11:15;135;144.16;0.23;230.5;2.12;0;0;68
281;04/04/2025 11:20;139;148.24;0.24;234.5;2.18;0;0;68
282;04/04/2025 11:25;161;173;0.25;234.7;2.5;0;0;69.2
283;04/04/2025 11:30;175;187.21;0.26;234.7;2.79;0;0;67.1
284;04/04/2025 11:35;171;182.78;0.28;233.7;2.72;0;0;67.2
285;04/04/2025 11:40;172;184.14;0.29;232.6;2.7;0;0;68.2
286;04/04/2025 11:45;220;235.28;0.31;231.3;3.46;0;0;68
287;04/04/2025 11:50;243;260.52;0.33;230.1;3.82;0;0;68.2
288;04/04/2025 11:55;271;291.33;0.35;232;4.21;0;0;69.2
289;04/04/2025 12:00;277;296.01;0.37;233.3;4.29;0;0;69
290;04/04/2025 12:05;395;417.36;0.41;233.9;6.22;0;0;67.1
291;04/04/2025 12:10;424;448.23;0.44;234.1;6.68;0;0;67.1
292;04/04/2025 12:15;676;715.45;0.48;233;10.99;0;0;65.1
293;04/04/2025 12:20;438;462.7;0.52;232.4;7;0;0;66.1
294;04/04/2025 12:25;276;295.7;0.55;234.3;4.46;0;0;66.3
295;04/04/2025 12:30;384;407.08;0.59;234.1;6.14;0;0;66.3
296;04/04/2025 12:35;605;639.82;0.63;233.9;10.06;0;0;63.6
297;04/04/2025 12:40;779;826.25;0.68;234.3;12.89;0;0;64.1
298;04/04/2025 12:45;774;818.86;0.74;234.5;12.54;0;0;65.3
299;04/04/2025 12:50;722;763.65;0.8;235.2;12.16;0;0;62.8
300;04/04/2025 12:55;776;824.32;0.86;233.7;12.88;0;0;64
301;04/04/2025 13:00;193;206.28;0.92;231.6;3.29;0;0;62.7
302;04/04/2025 13:05;769;813.75;0.97;230.3;12.5;0;0;65.1
303;04/04/2025 13:10;771;815.93;1.03;231.3;12.07;0;0;67.6
304;04/04/2025 13:15;689;726.24;1.09;231.6;12.33;0;0;58.9
305;04/04/2025 13:20;775;819.55;1.15;232.6;12.07;0;0;67.9
306;04/04/2025 13:25;776;821.7;1.21;232.6;11.84;0;0;69.4
307;04/04/2025 13:30;464;498.56;1.25;231.1;7.79;0;0;64
308;04/04/2025 13:35;780;830.73;1.3;234.5;11.75;0;0;70.7
309;04/04/2025 13:40;780;834.86;1.37;235.4;12.35;0;0;67.6
310;04/04/2025 13:45;780;834.41;1.42;236;12.38;0;0;67.4
311;04/04/2025 13:50;780;833.97;1.48;236.2;12.97;0;0;64.3
312;04/04/2025 13:55;780;832.71;1.55;235;12.41;0;0;67.1
313;04/04/2025 14:00;775;819.74;1.6;234.5;12.95;0;0;63.3
314;04/04/2025 14:05;763;807.7;1.67;233.5;12.78;0;0;63.2
315;04/04/2025 14:10;749;792.53;1.73;230.3;12.54;0;0;63.2
316;04/04/2025 14:15;762;806.45;1.79;231.1;12.7;0;0;63.5
317;04/04/2025 14:20;762;806.45;1.86;231.1;12.7;0;0;63.5
318;04/04/2025 14:25;768;812.7;1.92;230.3;12.6;0;0;64.5
319;04/04/2025 14:30;768;812.55;1.98;230.9;12.33;0;0;65.9
320;04/04/2025 14:35;748;793.16;2.05;229.9;12.63;0;0;62.8
321;04/04/2025 14:40;745;787.4;2.11;228.8;12.4;0;0;63.5
322;04/04/2025 14:45;0;0;2.15;231.3;0;0;0;78.6
323;04/04/2025 14:50;0;0;2.15;233.3;0;0;0;81.4
324;04/04/2025 14:55;744;787.91;2.2;237.3;13.11;0;0;60.1
325;04/04/2025 15:00;767;811.44;2.26;234.1;12.88;0;0;63
326;04/04/2025 15:05;780;836.47;2.32;236.2;12.79;0;0;65.4
327;04/04/2025 15:10;220;235.72;2.34;234.1;3.55;0;0;66.4
328;04/04/2025 15:15;780;828.78;2.34;236.7;12.26;0;0;67.6
329;04/04/2025 15:20;0;0;2.37;233.7;0;0;0;80.1
330;04/04/2025 15:25;148;160.73;2.4;233;2.58;0;0;62.3
331;04/04/2025 15:30;736;781.44;2.46;237.1;12.21;0;0;64
332;04/04/2025 15:35;625;661.78;2.51;235.4;12.21;0;0;54.2
333;04/04/2025 15:40;701;741.61;2.57;233.3;11.48;0;0;64.6
334;04/04/2025 15:45;665;703.42;2.58;236;11.06;0;0;63.6
335;04/04/2025 15:50;545;574.94;2.63;235.4;8.9;0;0;64.6
336;04/04/2025 15:55;198;211.9;2.64;233.9;3.24;0;0;65.4
337;04/04/2025 16:00;532;561.58;2.68;239.6;8.6;0;0;65.3
338;04/04/2025 16:05;169;180.23;2.72;232.2;2.76;0;0;65.3
339;04/04/2025 16:10;0;0;2.73;231.1;0;0;0;77.5
340;04/04/2025 16:15;189;201.86;2.74;229.9;3.04;0;0;66.4
341;04/04/2025 16:20;138;147.78;2.74;227.9;2.27;0;0;65.1
342;04/04/2025 16:25;136;146.08;2.75;227.3;2.21;0;0;66.1
343;04/04/2025 16:30;217;232.84;2.77;226.9;3.47;0;0;67.1
344;04/04/2025 16:35;131;139.75;2.81;227.9;2.15;0;0;65
345;04/04/2025 16:40;103;110.02;2.81;226.9;1.69;0;0;65.1
346;04/04/2025 16:45;160;172.52;2.82;227.3;2.61;0;0;66.1
347;04/04/2025 16:50;202;216.76;2.85;229.2;3.24;0;0;66.9
348;04/04/2025 16:55;76;80.72;2.87;227.7;1.24;0;0;65.1
349;04/04/2025 17:00;57;61.56;2.87;228.8;0.95;0;0;64.8
350;04/04/2025 17:05;39;40.36;2.87;226.5;0.62;0;0;65.1
351;04/04/2025 17:10;39;40.81;2.88;226;0.61;0;0;66.9
352;04/04/2025 17:15;122;130.56;2.88;226.2;1.92;0;0;68
353;04/04/2025 17:20;493;526.12;2.91;228.2;7.57;0;0;69.5
354;04/04/2025 17:25;446;473.06;2.95;226.9;7.05;0;0;67.1
355;04/04/2025 17:30;464;490.59;2.99;230.9;7.11;0;0;69
356;04/04/2025 17:35;469;497.21;3.03;234.1;7.41;0;0;67.1
357;04/04/2025 17:40;423;448.54;3.07;232.8;6.89;0;0;65.1
358;04/04/2025 17:45;414;437.58;3.1;233.5;6.64;0;0;65.9
359;04/04/2025 17:50;360;381.48;3.13;234.7;5.61;0;0;68
360;04/04/2025 17:55;339;358.8;3.16;236.2;5.2;0;0;69
361;04/04/2025 18:00;281;301.53;3.19;237.1;4.37;0;0;69
362;04/04/2025 18:05;142;151.57;3.2;233.9;2.3;0;0;65.9
363;04/04/2025 18:10;166;177.5;3.22;232.4;2.5;0;0;71
364;04/04/2025 18:15;168;179.9;3.23;233.7;2.57;0;0;70
