SO2,CO,NO,NO2,PM10,NOX,O3,"PM2,5",SH2,vmax,vv,dv,dmax,pres,hr,ts,pres_nmar,tamin,ta,tamax,tpr,inso,tss5cm,timestamp
5.0375,0.355,26.1675,29.075,15.225,69.89750000000001,1.8875,8.615,4.40875,3.2,2.3,161.0,160.0,998.7,92.0,5.8,1030.3,4.1,4.2,4.5,3.0,0.0,8.5,2022-01-01 00:00:00
4.92,0.3225,22.7825,28.195,15.2175,63.7375,1.715,9.155,4.05875,3.4,1.8,162.0,158.0,998.6,92.0,5.9,1030.1,4.0,4.2,4.2,3.0,0.0,8.3,2022-01-01 01:00:00
4.78,0.275,12.1275,25.7175,8.209999999999999,44.6375,1.9275,9.12,3.21625,4.9,1.6,171.0,166.0,998.5,92.0,5.8,1030.1,4.0,4.1,4.4,2.9,0.0,8.2,2022-01-01 02:00:00
4.845,0.2425,7.15,24.3725,3.7225,35.5275,2.175,8.035,3.25375,3.6,1.8,164.0,201.0,998.6,92.0,5.0,1030.3,3.1,3.1,4.1,1.9,0.0,8.0,2022-01-01 03:00:00
4.605,0.23,6.54,19.985,1.3625,30.185,2.4325,7.5275,2.9775,2.9,0.6,221.0,176.0,998.8,92.0,4.6,1030.5,3.0,3.1,3.2,1.9,0.0,7.9,2022-01-01 04:00:00
4.785,0.2125,11.73,17.93,1.0525,36.2225,3.01,7.7575,3.13125,1.5,0.7,318.0,274.0,998.7,92.0,5.1,1030.3,3.0,3.5,3.5,2.3,0.0,7.7,2022-01-01 05:00:00
4.74,0.185,6.82,15.62,1.3625,26.2575,4.7575,7.17,2.94,2.9,1.0,328.0,303.0,998.9,92.0,5.0,1030.5,3.3,3.5,3.5,2.3,0.0,7.7,2022-01-01 06:00:00
4.6075,0.2,7.03,18.5975,1.3075,29.5625,4.3075,6.4975000000000005,3.85625,3.5,1.9,301.0,300.0,999.4,92.0,4.6,1031.1,3.3,3.4,3.5,2.3,0.0,7.6,2022-01-01 07:00:00
4.66,0.2175,10.1275,17.5425,1.5525,33.34,5.4350000000000005,6.2675,3.29375,3.4,1.7,286.0,297.0,999.6,92.0,4.3,1031.3,2.9,2.9,3.5,1.7,0.0,7.5,2022-01-01 08:00:00
4.7625,0.225,11.0075,15.4975,2.2225,32.67,8.09,5.835,3.1950000000000003,5.1,2.3,313.0,299.0,1000.1,92.0,4.7,1031.8,2.6,3.2,3.2,2.1,0.0,7.4,2022-01-01 09:00:00
4.8925,0.24,12.5275,17.4725,5.4275,37.02,9.32,5.825,3.135,4.7,1.8,323.0,298.0,1000.4,92.0,5.6,1032.0,3.2,4.4,4.4,3.2,0.0,7.5,2022-01-01 10:00:00
4.9075,0.2249999999999999,12.3325,17.2975,13.7225,36.5375,11.145,6.83,3.25875,14.6,1.8,326.0,217.0,1000.1,92.0,6.3,1017.0098931388349,4.4,4.7,4.9,6.952417097786448,0.0,7.7,2022-01-01 11:00:00
4.975,0.2324999999999999,15.3125,18.1025,22.0075,41.9875,11.2975,8.105,3.6525,4.4,1.1,314.0,18.0,999.2,92.0,6.7,1030.7,4.6,5.0,5.0,3.8,0.0,8.0,2022-01-01 12:00:00
5.145,0.2375,12.9675,17.3625,22.805,37.59,11.595,8.48,4.2075,4.1,1.2,343.0,72.0,998.5,92.0,6.9,1030.0,4.7,5.0,5.0,3.8,0.0,8.3,2022-01-01 13:00:00
5.15,0.2324999999999999,11.675,16.419999999999998,22.25,34.6275,11.89,7.5125,3.7625,4.1,0.6,48.0,87.0,997.6,92.0,7.5,1028.9,5.0,5.8,5.8,4.6,0.0,8.5,2022-01-01 14:00:00
5.27,0.2425,13.7975,18.52,21.7925,40.04,10.565,9.16,3.4725,4.4,0.7,335.0,333.0,997.4,91.0,7.5,1017.0098931388349,5.7,5.7,5.9,6.952417097786448,0.0,8.7,2022-01-01 15:00:00
5.0675,0.23,13.09,22.3975,20.2175,42.82,8.6725,9.4475,3.36125,1.3,0.5,167.0,252.0,997.4,91.0,7.3,1017.0098931388349,5.6,5.7,5.7,6.952417097786448,0.0,8.7,2022-01-01 16:00:00
5.067500000000001,0.2525,16.814999999999998,25.8275,14.365,52.057500000000005,6.39,11.2825,3.4375,1.6,0.6,99.0,194.0,997.6,91.0,7.1,1029.0,5.5,5.5,5.7,4.1,0.0,8.7,2022-01-01 17:00:00
5.0175,0.295,24.3175,29.8625,12.2225,67.79249999999999,3.3175,11.9125,3.65,2.2,0.6,204.0,227.0,997.8,91.0,6.7,1029.2,5.3,5.4,5.6,4.1,0.0,8.5,2022-01-01 18:00:00
5.1275,0.345,38.5775,33.1025,15.3975,93.2775,1.9475,14.145,4.255,1.6,0.8,318.0,166.0,998.0,91.0,6.6,1029.4,5.3,5.3,5.4,3.9,0.0,8.4,2022-01-01 19:00:00
5.25,0.355,39.2225,33.1375,19.3925,94.325,1.655,16.015,4.0325,2.4,0.9,110.0,139.0,997.9,92.0,6.7,1029.3,5.3,5.5,5.5,4.3,0.0,8.3,2022-01-01 20:00:00
5.175000000000001,0.3725,35.1675,31.8525,22.3975,86.7175,1.6749999999999998,15.44,4.117500000000001,2.7,0.4,154.0,141.0,997.9,92.0,6.6,1029.3,5.5,5.5,5.5,4.3,0.0,8.2,2022-01-01 21:00:00
5.2975,0.385,35.4775,31.665,23.4775,87.00999999999999,1.8425,13.2975,3.98875,2.4,1.4,188.0,171.0,997.9,92.0,6.3,1029.3,5.2,5.2,5.6,3.9,0.0,8.1,2022-01-01 22:00:00
5.035,0.3375,24.595,30.9075,27.67,69.275,1.635,13.2875,3.49375,3.1,0.9,163.0,175.0,998.4,92.0,6.3,1029.9,4.8,4.8,5.2,3.6,0.0,8.0,2022-01-01 23:00:00
4.92,0.31,15.025,26.8,22.45,50.2325,1.645,11.5475,3.62625,3.4,1.8,164.0,180.0,998.2,92.0,5.7,1029.7,4.2,4.2,4.8,3.0,0.0,7.9,2022-01-02 00:00:00
4.9875,0.32,13.9325,25.16,15.6825,46.8975,1.705,10.895,3.65875,2.9,1.3,209.0,194.0,998.2,92.0,5.2,1029.8,3.7,3.7,4.3,2.5,0.0,7.8,2022-01-02 01:00:00
4.6525,0.2675,9.6075,23.065,13.7575,38.05,2.395,10.1225,4.65625,3.1,1.6,181.0,161.0,998.2,92.0,5.2,1029.8,3.5,3.5,3.7,2.3,0.0,7.7,2022-01-02 02:00:00
4.6975,0.2125,9.2925,18.785,12.24,33.2825,4.0125,8.8775,25.6225,3.5,1.3,139.0,185.0,998.1,92.0,5.4,1029.6,3.3,4.1,4.1,2.9,0.0,7.5,2022-01-02 03:00:00
4.73,0.1875,6.105,19.46,8.71,28.9825,2.6875,6.612500000000001,19.93625,3.6,1.6,172.0,162.0,998.2,92.0,4.9,1029.8,3.1,3.3,4.1,2.1,0.0,7.4,2022-01-02 04:00:00
4.7175,0.1875,5.4125,17.29,6.33,25.74,2.6925,4.995,9.21625,3.6,1.9,145.0,194.0,997.8,92.0,4.7,1029.5,2.5,2.8,3.3,1.7,0.0,7.3,2022-01-02 05:00:00
4.69,0.175,7.25,18.009999999999998,2.33,29.325000000000003,2.1625,4.7675,6.81625,3.9,1.7,155.0,152.0,998.3,92.0,4.2,1030.1,2.2,2.2,2.8,1.1,0.0,7.2,2022-01-02 06:00:00
4.665,0.1825,15.1325,18.885,1.1425,42.4925,1.6975,4.8275,7.1675,4.8,1.4,163.0,157.0,998.6,92.0,4.2,1030.4,2.0,2.0,2.2,0.9,0.0,7.0,2022-01-02 07:00:00
4.7125,0.2275,22.805,17.1025,1.0125,52.6775,2.615,5.1850000000000005,4.1375,4.5,1.0,199.0,152.0,999.1,92.0,4.1,1030.9,1.8,2.0,2.0,0.9,0.0,6.9,2022-01-02 08:00:00
4.779999999999999,0.2225,28.06,17.865000000000002,2.9975,61.635,3.905,6.96,5.635,2.4,0.8,285.0,282.0,999.6,92.0,4.3,1031.4,2.0,2.5,2.5,1.3,0.0,6.9,2022-01-02 09:00:00
4.952500000000001,0.275,36.18,20.14,7.297499999999999,76.5775,4.1025,8.629999999999999,5.15875,3.0,1.5,337.0,338.0,1000.1,92.0,5.0,1031.8,2.5,3.2,3.2,2.1,0.0,7.1,2022-01-02 10:00:00
5.047499999999999,0.3,41.9575,21.4875,14.7,86.9425,5.0825,9.19,5.49125,2.9,0.9,143.0,358.0,999.4,92.0,6.5,1031.0,3.1,4.3,4.3,3.0,0.0,7.3,2022-01-02 11:00:00
5.18,0.295,25.725,17.9175,23.225,58.045,7.4375,11.995,3.8075,3.5,1.4,315.0,317.0,999.2,92.0,6.7,1030.7,4.3,4.8,4.8,3.6,0.0,7.7,2022-01-02 12:00:00
5.4675,0.2725,19.3425,17.2875,25.7125,47.4575,9.385,13.7225,3.82875,4.1,2.2,308.0,319.0,998.4,91.0,7.8,1029.7,4.8,5.9,5.9,4.5,9.0,8.1,2022-01-02 13:00:00
5.82,0.2525,19.1975,16.9725,24.705,46.925,10.935,14.1725,3.8675,5.5,3.2,324.0,303.0,997.8,84.0,8.6,1029.0,5.9,7.2,7.2,4.6,56.0,8.6,2022-01-02 14:00:00
5.85,0.2925,17.1925,18.835,22.4975,45.655,9.95,11.2075,4.315,5.3,3.1,328.0,325.0,997.6,81.0,8.5,1028.7,7.2,7.8,9.0,4.8,49.0,9.0,2022-01-02 15:00:00
5.4525,0.2825,27.64,25.8675,16.815,68.985,5.145,10.33,4.81375,5.9,1.9,298.0,334.0,997.6,81.0,7.7,1028.7,7.6,8.0,8.2,5.0,36.0,9.0,2022-01-02 16:00:00
6.165,0.3525,42.6,33.425,19.55,99.875,2.3625,9.895,4.4875,3.2,0.6,222.0,349.0,997.2,82.0,7.4,1028.3,7.8,7.8,8.0,5.0,0.0,8.6,2022-01-02 17:00:00
5.7225,0.37,36.620000000000005,27.7875,21.2375,84.91,2.1775,9.3575,4.22375,2.4,1.3,326.0,343.0,997.9,84.0,7.0,1029.1,7.3,7.3,7.8,4.8,0.0,8.4,2022-01-02 18:00:00
5.6,0.3575,47.455,31.3025,12.165,105.33,1.94,9.925,4.83,2.2,1.1,310.0,297.0,998.0,86.0,6.3,1029.2,6.7,6.7,7.3,4.5,0.0,8.1,2022-01-02 19:00:00
5.672499999999999,0.41,57.41,31.8375,17.5825,121.3975,2.4125,12.3575,4.56875,2.8,0.4,130.0,258.0,998.0,85.0,6.0,1029.2,6.6,6.8,6.9,4.5,0.0,7.8,2022-01-02 20:00:00
5.715,0.4625,56.9125,30.135,25.34,118.9175,2.2675,12.54,4.2925,1.7,0.5,310.0,24.0,998.3,85.0,5.3,1029.6,6.2,6.2,7.1,3.9,0.0,7.5,2022-01-02 21:00:00
5.735,0.445,64.4825,28.755,25.345,129.3475,1.9575,15.0525,4.385,1.8,0.8,255.0,270.0,998.0,85.0,5.5,1029.2,5.6,6.9,6.9,4.5,0.0,7.3,2022-01-02 22:00:00
5.495,0.42,39.0075,24.7675,25.635,85.6175,2.035,18.785,14.27875,2.7,0.8,306.0,30.0,998.1,85.0,5.2,1029.4,5.8,5.8,7.0,3.4,0.0,7.1,2022-01-02 23:00:00
5.5575,0.415,53.72,23.130000000000003,24.9475,106.935,1.74,21.435,12.425,1.3,0.5,129.0,293.0,997.5,87.0,4.7,1028.9,5.1,5.1,5.8,3.0,0.0,6.9,2022-01-03 00:00:00
5.65,0.415,60.945,23.86,25.655,118.93,1.95,20.6075,7.48875,3.6,0.3,201.0,147.0,997.3,84.0,4.5,1028.7,5.1,5.2,5.7,2.7,0.0,6.7,2022-01-03 01:00:00
5.6,0.38,56.875,20.7225,25.29,109.45,1.6775,18.4,14.52875,1.7,1.0,154.0,163.0,997.2,87.0,4.2,1028.7,4.3,4.4,5.2,2.5,0.0,6.5,2022-01-03 02:00:00
5.2725,0.2975,32.7725,21.3925,18.6975,72.5175,1.7025,13.885,19.93,2.6,1.2,141.0,136.0,996.7,89.0,4.2,1028.2,4.2,4.5,4.5,2.9,0.0,6.3,2022-01-03 03:00:00
5.2425,0.3325,33.3425,24.595,13.3025,76.6125,1.58,11.8475,18.3725,3.0,0.6,73.0,73.0,996.8,89.0,3.9,1028.4,3.1,3.1,4.5,1.5,0.0,6.2,2022-01-03 04:00:00
6.23,0.425,87.62,28.005,10.6875,164.695,1.6949999999999998,11.865,7.66125,1.9,0.3,170.0,162.0,996.6,90.0,4.1,1028.2,3.0,3.0,3.1,1.5,0.0,6.2,2022-01-03 05:00:00
6.0825,0.4475,98.0325,28.7025,14.4025,181.635,1.53,12.4925,7.33875,2.8,1.9,154.0,154.0,996.5,90.0,3.7,1028.2,2.7,2.7,3.1,1.3,0.0,6.1,2022-01-03 06:00:00
6.3,0.4575,133.91500000000002,31.685,17.4525,240.59,1.8725,12.68,8.2375,4.6,0.5,206.0,113.0,996.3,91.0,3.4,1017.0098931388349,2.7,2.9,3.0,6.952417097786448,0.0,6.0,2022-01-03 07:00:00
6.5975,0.53,169.495,38.22,20.6675,302.6325,2.1,12.9875,8.61875,1.6,0.2,322.0,177.0,996.1,90.0,3.1,1027.8,2.2,2.2,2.9,0.6,0.0,5.8,2022-01-03 08:00:00
6.285,0.61,107.9575,43.1275,28.295,211.54,2.5,13.3675,12.89125,1.9,0.7,73.0,65.0,996.4,91.0,4.3,1027.9,2.2,3.9,3.9,2.5,43.0,5.8,2022-01-03 09:00:00
6.8625,0.52,143.545,53.39,34.58,277.3225,2.9925,14.9775,11.29375,1.9,0.6,124.0,150.0,996.4,88.0,5.9,1027.8,3.9,5.3,5.3,3.4,60.0,6.0,2022-01-03 10:00:00
7.4025,0.445,101.865,46.0375,36.185,204.9525,4.17,16.3275,11.5575,2.8,0.8,360.0,69.0,996.0,78.0,8.0,1027.1,5.3,7.4,7.4,3.8,60.0,6.6,2022-01-03 11:00:00
8.9675,0.4475,101.4525,47.1325,36.9375,205.395,4.0775,16.4575,11.2025,1.9,1.0,19.0,30.0,994.7,69.0,10.1,1025.5,7.5,10.1,10.2,4.6,60.0,7.5,2022-01-03 12:00:00
10.365,0.6475,102.94,57.9775,36.3125,218.565,4.21,16.6625,8.565,2.3,1.0,35.0,20.0,993.5,62.0,12.1,1024.0,10.1,12.3,12.7,5.3,60.0,8.5,2022-01-03 13:00:00
9.2475,0.51,73.435,46.715,29.630000000000003,161.2725,3.68,17.115000000000002,7.755000000000001,3.4,1.4,144.0,160.0,992.5,58.0,13.3,1022.8,12.3,13.7,13.8,5.6,60.0,9.4,2022-01-03 14:00:00
9.77,0.3625,55.93,48.025,27.95,135.27,3.895,17.635,7.97875,2.9,1.7,140.0,106.0,991.8,59.0,12.9,1022.1,13.2,13.8,14.3,5.9,60.0,9.9,2022-01-03 15:00:00
9.1025,0.355,51.7075,52.1925,26.8375,132.855,2.7125,20.15,13.16375,3.1,1.2,68.0,128.0,991.4,63.0,10.6,1021.8,12.2,12.2,13.9,5.3,51.0,10.0,2022-01-03 16:00:00
11.225,0.3275,68.7875,52.18,26.6325,159.49,1.41,21.45,9.03,3.8,1.5,139.0,147.0,991.0,74.0,8.8,1021.6,10.1,10.1,12.2,5.6,0.0,9.6,2022-01-03 17:00:00
9.1,0.3625,57.1375,46.915,22.77,136.0525,1.55,19.155,12.1775,3.1,1.2,130.0,115.0,990.8,81.0,7.7,1021.5,8.8,9.0,10.2,5.9,0.0,9.1,2022-01-03 18:00:00
8.559999999999999,0.3399999999999999,53.17,41.4375,24.9225,124.385,1.545,17.2325,6.93125,2.3,1.1,172.0,134.0,990.9,83.0,6.9,1021.8,7.8,7.8,9.0,5.1,0.0,8.7,2022-01-03 19:00:00
10.0,0.3475,59.8325,44.8225,24.0775,138.1625,1.445,14.36,12.18375,3.3,2.2,147.0,146.0,990.5,86.0,6.7,1021.4,7.0,7.2,7.8,5.0,0.0,8.3,2022-01-03 20:00:00
9.5425,0.3325,50.82,44.2225,22.4875,123.5025,1.6825,13.2575,8.4725,3.5,1.1,144.0,131.0,989.9,84.0,6.1,1020.9,6.7,6.7,7.5,4.1,0.0,8.0,2022-01-03 21:00:00
7.64,0.2375,33.2725,35.775,25.785,87.6775,1.3925,12.8225,11.87,2.9,1.6,143.0,143.0,989.6,85.0,5.6,1020.6,6.2,6.3,6.7,3.9,0.0,7.6,2022-01-03 22:00:00
6.8425,0.2075,33.317499999999995,34.02,21.8575,85.995,1.28,12.9425,21.55625,3.5,1.1,176.0,139.0,989.2,86.0,5.2,1020.3,5.8,5.8,6.3,3.6,0.0,7.4,2022-01-03 23:00:00
6.705,0.2075,27.99,31.3,23.5475,74.9625,1.4425,12.085,16.69625,4.2,1.5,139.0,143.0,988.3,85.0,5.1,1019.4,5.4,5.5,6.3,3.2,0.0,7.1,2022-01-04 00:00:00
9.3775,0.16,31.1825,27.7325,26.3625,76.3775,1.64,13.7775,13.1875,4.5,1.3,156.0,88.0,987.7,87.0,5.1,1018.7,5.5,5.7,5.9,3.8,0.0,6.9,2022-01-04 01:00:00
8.24,0.1275,13.2125,24.685,23.085,45.2975,2.0375,15.445,21.38375,5.1,2.5,129.0,146.0,986.8,87.0,5.2,1017.8,5.5,5.7,5.8,3.8,0.0,6.8,2022-01-04 02:00:00
6.795,0.165,19.83,24.515,22.705,55.445,1.475,15.0,14.62375,5.3,1.9,157.0,130.0,986.2,87.0,5.2,1017.2,5.6,5.6,6.1,3.6,0.0,6.7,2022-01-04 03:00:00
8.435,0.1625,29.0175,24.8,18.95,70.0675,1.465,13.5425,29.1175,3.4,1.5,155.0,126.0,985.5,88.0,5.0,1016.5,5.2,5.2,5.6,3.4,0.0,6.6,2022-01-04 04:00:00
6.8425,0.1825,35.0,28.2375,13.8875,82.8425,1.24,12.215,9.0275,2.9,1.4,150.0,150.0,985.4,88.0,4.7,1016.5,4.4,4.6,5.2,2.9,0.0,6.5,2022-01-04 05:00:00
6.99,0.205,36.255,30.56,9.94,87.12,1.4075,12.3175,12.66,3.8,2.9,152.0,151.0,984.7,89.0,4.5,1015.8,4.2,4.5,4.8,2.9,0.0,6.4,2022-01-04 06:00:00
7.9225,0.3175,81.4975,36.01,14.52,163.145,1.48,13.2225,20.29125,4.5,2.6,139.0,127.0,984.5,85.0,4.8,1015.4,4.5,5.6,5.9,3.2,0.0,6.3,2022-01-04 07:00:00
7.1475,0.2875,74.065,29.4375,19.195,144.98000000000002,1.5375,14.38,13.90875,5.1,2.9,147.0,148.0,983.9,87.0,4.8,1014.8,4.5,5.6,5.6,3.6,0.0,6.2,2022-01-04 08:00:00
6.9625,0.305,77.28,29.705,20.2025,150.2675,1.675,13.74,22.76,4.4,1.4,142.0,151.0,983.7,84.0,5.3,1014.5,5.6,6.2,6.2,3.8,0.0,6.2,2022-01-04 09:00:00
6.57,0.26,61.575,25.505,22.1275,121.56,2.905,12.33,13.52,5.8,3.3,150.0,150.0,983.4,79.0,6.3,1014.2,6.2,6.4,6.8,3.0,38.0,6.3,2022-01-04 10:00:00
7.3625,0.2075,50.68,27.0025,21.5075,106.0675,5.1725,11.875,17.37125,5.3,2.8,147.0,145.0,982.6,76.0,9.1,1013.2,6.4,8.1,8.5,4.1,60.0,6.7,2022-01-04 11:00:00
7.9575,0.265,36.405,30.7275,26.0225,87.5175,6.1850000000000005,11.7175,10.41,8.5,1.8,140.0,124.0,981.5,71.0,10.8,1011.8,8.0,10.2,10.2,5.1,57.0,7.6,2022-01-04 12:00:00
8.01,0.315,44.0375,42.29,22.880000000000003,110.99,5.3100000000000005,12.31,21.86,6.0,1.8,139.0,141.0,980.3,70.0,9.9,1010.5,10.2,10.9,10.9,5.6,0.0,8.1,2022-01-04 13:00:00
9.01,0.4125,70.3925,51.2175,17.4075,161.0325,3.225,12.6425,15.91,3.7,1.6,146.0,130.0,979.0,63.0,12.0,1008.8,10.9,13.9,13.9,7.0,12.0,8.4,2022-01-04 14:00:00
8.285,0.3225,41.0525,43.31,17.8875,107.3525,3.725,11.565,17.83875,5.9,3.6,136.0,136.0,977.8,55.0,12.0,1007.5,13.9,14.9,15.9,5.9,26.0,9.1,2022-01-04 15:00:00
9.3775,0.3875,69.0175,47.6725,25.3225,155.3375,2.1375,11.29,17.76625,7.1,2.8,147.0,137.0,977.1,58.0,10.9,1007.0,13.1,13.3,14.9,5.1,0.0,9.2,2022-01-04 16:00:00
8.0575,0.335,61.6075,36.620000000000005,31.3575,132.73,1.5699999999999998,11.425,23.65,6.1,2.6,90.0,117.0,976.5,65.0,9.9,1006.5,11.7,11.7,13.4,5.3,0.0,9.1,2022-01-04 17:00:00
8.035,0.3575,61.6475,42.315,27.9075,138.4875,1.355,10.7125,18.20875,7.1,2.1,119.0,273.0,976.4,79.0,8.8,1006.7,8.8,9.1,11.7,5.6,0.0,8.9,2022-01-04 18:00:00
5.859999999999999,0.145,8.085,17.759999999999998,27.7,30.3725,57.3175,10.195,4.65875,16.4,9.0,313.0,307.0,979.2,84.0,8.3,1009.6,8.4,8.4,10.1,5.8,0.0,8.8,2022-01-04 19:00:00
5.33,0.125,5.03,15.2775,8.465,23.12,65.7825,4.42,6.24125,21.1,9.7,313.0,332.0,980.0,89.0,6.9,1010.7,6.8,6.8,8.4,5.1,0.0,8.5,2022-01-04 20:00:00
5.005,0.1175,4.09,14.545,1.0,20.9225,66.0025,1.1775,4.775,17.7,8.6,316.0,307.0,980.3,85.0,6.5,1011.0,6.5,6.5,6.8,4.1,0.0,8.3,2022-01-04 21:00:00
4.7225,0.1075,3.17,10.58,1.0,15.525,68.35249999999999,1.27,4.0075,17.4,9.0,320.0,329.0,981.1,84.0,6.4,1011.8,6.4,6.5,6.5,3.9,0.0,8.0,2022-01-04 22:00:00
4.7725,0.1025,2.1025,8.3225,2.4275,11.6025,68.4925,1.66,3.805,17.6,8.8,319.0,324.0,981.5,80.0,6.6,1012.2,6.5,7.1,7.1,3.9,0.0,7.8,2022-01-04 23:00:00
4.755,0.1025,1.8225,8.645,2.0675,11.485,66.735,1.415,3.72,16.2,7.1,311.0,296.0,981.9,77.0,6.8,1012.6,7.1,7.4,7.4,3.6,0.0,7.7,2022-01-05 00:00:00
4.58,0.1,2.0875,6.8775,1.1475,10.1325,69.4375,2.1825,3.6625,13.0,6.9,316.0,311.0,982.2,71.0,6.9,1012.8,7.4,7.8,7.8,2.9,0.0,7.6,2022-01-05 01:00:00
4.5325,0.1,1.7225,6.32,1.0,9.004999999999999,69.7075,1.325,3.33875,17.1,8.1,321.0,342.0,982.7,70.0,6.8,1013.3,7.8,8.0,8.0,2.9,0.0,7.5,2022-01-05 02:00:00
4.555,0.1,3.7375,7.975,1.0,13.8025,65.76249999999999,1.4975,3.58125,14.3,6.5,323.0,322.0,983.8,71.0,6.4,1014.5,7.3,7.3,8.1,2.5,0.0,7.3,2022-01-05 03:00:00
4.32,0.1,3.47,10.265,1.0,15.6825,63.87,1.115,5.5,15.2,7.5,308.0,302.0,983.9,70.0,5.9,1014.7,6.9,6.9,7.3,1.9,0.0,7.1,2022-01-05 04:00:00
4.4025,0.1,3.1475,10.3925,1.0,15.3075,64.9125,1.6175,6.38375,15.8,7.0,315.0,324.0,984.0,72.0,5.5,1014.8,6.5,6.6,6.9,1.9,0.0,6.9,2022-01-05 05:00:00
4.2575,0.1025,4.8825,16.145,1.0,23.7625,64.215,2.4075,5.84875,18.2,8.0,315.0,297.0,985.1,66.0,5.2,1016.0,6.3,6.3,6.7,0.4,0.0,6.7,2022-01-05 06:00:00
4.3100000000000005,0.1025,7.3275,20.7725,1.0,32.2025,57.965,1.7875,6.70875,14.3,7.9,305.0,289.0,985.3,67.0,5.0,1016.2,6.0,6.0,6.3,0.4,0.0,6.5,2022-01-05 07:00:00
4.6075,0.1149999999999999,6.7625,19.1675,1.0,29.7125,58.125,1.48,6.8575,16.4,8.4,319.0,314.0,985.8,69.0,4.6,1016.8,5.5,5.6,6.0,0.4,0.0,6.3,2022-01-05 08:00:00
5.4,0.1075,8.1325,19.4925,2.835,32.18,58.85,2.7666666666666666,7.51,14.6,6.4,316.0,329.0,986.9,65.0,5.3,1017.8,5.6,6.4,6.4,0.2,50.0,6.2,2022-01-05 09:00:00
5.077500000000001,0.11,7.695,17.5275,6.0225,29.5325,63.52,1.565,8.3675,15.8,8.6,319.0,307.0,987.3,59.0,6.6,1018.1,6.4,7.5,7.5,0.0,53.0,6.3,2022-01-05 10:00:00
5.315,0.1125,7.6625,18.305,5.975,30.2575,62.51,1.0975,6.02,14.7,6.8,324.0,348.0,987.4,57.0,7.4,1018.2,7.6,7.9,8.2,0.0,34.0,6.6,2022-01-05 11:00:00
5.4775,0.13,10.665,22.9975,5.9925,39.63,61.6025,1.3425,6.50875,13.9,7.6,321.0,313.0,986.6,53.0,8.9,1017.3,7.9,9.0,9.1,0.0,24.0,6.9,2022-01-05 12:00:00
4.8575,0.12,7.585,18.995,4.785,30.83,63.4725,2.545,6.86375,14.4,7.9,317.0,319.0,986.2,58.0,8.1,1016.9,8.3,8.4,9.1,0.6,8.0,7.4,2022-01-05 13:00:00
4.7025,0.11,6.01,17.822499999999998,4.76,27.195,66.45,2.2875,6.63625,16.0,7.7,323.0,308.0,985.1,53.0,9.4,1015.6,8.4,9.6,9.6,0.4,45.0,7.7,2022-01-05 14:00:00
4.875,0.1125,6.625,20.345,2.6575,30.68,62.135000000000005,2.3025,6.31125,13.6,6.9,324.0,310.0,985.2,55.0,8.0,1015.9,8.6,8.6,10.1,0.0,46.0,8.1,2022-01-05 15:00:00
5.67,0.135,9.4025,28.465,2.9925,43.1275,53.7175,1.65,5.19625,11.3,4.0,314.0,306.0,984.9,61.0,7.4,1015.6,8.0,8.0,8.9,0.9,19.0,8.0,2022-01-05 16:00:00
5.4425,0.15,13.135,37.165,7.18,57.6525,43.7175,1.3075,5.08375,9.6,4.6,321.0,314.0,984.6,62.0,6.3,1015.4,7.2,7.2,8.0,0.4,0.0,7.7,2022-01-05 17:00:00
5.8875,0.16,12.72,34.95,9.8475,54.7925,42.1525,2.6625,4.692500000000001,7.7,3.0,295.0,317.0,985.3,66.0,5.8,1016.2,6.5,6.5,7.2,0.6,0.0,7.4,2022-01-05 18:00:00
5.0575,0.1325,9.55,28.1175,11.0225,43.015,47.2225,4.0675,3.535,8.0,3.2,300.0,311.0,985.5,64.0,5.4,1016.4,6.3,6.4,6.6,0.0,0.0,7.1,2022-01-05 19:00:00
4.66,0.135,6.907500000000001,23.395,8.9675,34.1675,52.4625,4.5025,4.0575,8.6,3.9,293.0,302.0,985.5,64.0,4.8,1016.5,5.8,5.8,6.4,-0.5,0.0,6.8,2022-01-05 20:00:00
5.05,0.1325,7.092499999999999,24.4375,5.4175,35.505,49.9425,3.9325,4.297499999999999,9.4,4.9,297.0,310.0,985.5,64.0,4.4,1016.5,5.3,5.3,5.8,-1.0,0.0,6.5,2022-01-05 21:00:00
4.7525,0.1175,5.1525,18.92,5.8525,26.9625,53.0175,3.755,4.70125,9.4,4.3,308.0,318.0,985.8,64.0,3.9,1016.9,4.9,4.9,5.3,-1.4,0.0,6.2,2022-01-05 22:00:00
4.51,0.1125,2.54,11.69,9.1675,15.65,57.7675,3.6775,4.73625,10.4,4.2,318.0,299.0,986.5,66.0,3.4,1017.7,4.3,4.3,4.9,-1.4,0.0,5.9,2022-01-05 23:00:00
4.33,0.105,2.5425,10.4725,7.627499999999999,14.4375,58.2525,1.0,5.46125,10.4,5.2,311.0,318.0,986.5,67.0,3.2,1017.7,3.9,4.0,4.3,-1.7,0.0,5.7,2022-01-06 00:00:00
4.0200000000000005,0.1,1.5599999999999998,8.02,4.2575,10.4525,61.235,1.0075,5.68875,11.1,6.1,318.0,324.0,986.5,66.0,2.8,1017.8,3.6,3.6,4.0,-2.2,0.0,5.4,2022-01-06 01:00:00
